session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2023/2024,Female,ALL,WAEC,5+-year,University,state,Zamfara,North West,Zamfara,,,,0,88,114,39,38,0,0,0,104,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Abia,South East,Abia,,,,0,0,0,3189,3075,10,0,0,0,12,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Anambra,South East,Anambra,,,,0,0,0,6856,5979,53,0,0,0,60,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Ebonyi,South East,Ebonyi,,,,0,174,232,315,270,34,0,0,0,27,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Enugu,South East,Enugu,,,,0,153,204,378,378,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Imo,South East,Imo,,,,0,211,278,471,471,3,0,0,0,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,240,321,475,411,54,0,0,0,48,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Bayelsa,South South,Bayelsa,,,,0,43,58,114,92,38,0,0,0,31,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Cross River,South South,Cross River,,,,0,0,0,2111,2110,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Delta,South South,Delta,,,,0,114,153,3217,2978,35,0,0,0,38,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Edo,South South,Edo,,,,0,197,263,495,495,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Rivers,South South,Rivers,,,,0,253,334,502,502,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Ekiti,South West,Ekiti,,,,0,116,155,127,122,5,0,0,97,7,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Lagos,South West,Lagos,,,,0,640,839,211,210,0,0,0,758,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Ogun,South West,Ogun,,,,0,164,215,360,352,7,0,0,0,12,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Ondo,South West,Ondo,,,,0,141,190,605,585,11,0,0,0,9,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Osun,South West,Osun,,,,0,62,86,3367,3260,9,0,0,0,14,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Oyo,South West,Oyo,,,,0,351,466,448,407,36,0,0,175,48,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Benue,North Central,Benue,,,,0,37,46,22,20,0,0,0,17,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,25,33,8,6,0,0,0,28,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Kogi,North Central,Kogi,,,,0,21,25,58,53,2,0,0,0,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Kwara,North Central,Kwara,,,,0,17,20,27,24,2,0,0,0,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,12,17,59,56,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Niger,North Central,Niger,,,,0,33,37,20,17,0,0,1,13,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Plateau,North Central,Plateau,,,,0,24,30,109,95,13,0,0,0,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,26,33,3,3,0,0,0,76,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,67,85,17,15,0,0,0,54,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Borno,North East,Borno,,,,0,33,38,5,4,0,0,0,34,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Gombe,North East,Gombe,,,,0,24,31,38,34,4,0,0,1,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Taraba,North East,Taraba,,,,0,17,20,6,3,0,0,0,6,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Yobe,North East,Yobe,,,,0,20,31,16,14,7,0,0,21,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,51,65,7,6,0,0,0,52,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,77,100,91,84,11,0,0,36,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Kano,North West,Kano,,,,0,111,137,42,38,11,0,0,158,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Katsina,North West,Katsina,,,,0,62,76,59,55,12,0,0,17,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,18,27,1,0,0,0,0,32,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,31,37,5,3,0,0,0,27,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,23,27,3,2,0,0,0,31,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,52,42,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,255,241,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,10,14,7,5,0,0,0,6,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Enugu,South East,Enugu,,,,0,29,33,22,21,0,0,1,16,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Imo,South East,Imo,,,,0,32,36,17,14,3,0,2,35,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,34,42,22,21,0,0,0,23,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,21,24,1,0,0,0,1,42,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,50,40,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Delta,South South,Delta,,,,0,22,31,86,79,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Edo,South South,Edo,,,,0,35,41,12,11,0,0,0,23,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Rivers,South South,Rivers,,,,0,48,58,10,9,0,0,0,37,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,25,36,8,8,0,0,0,50,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Lagos,South West,Lagos,,,,0,65,79,22,20,14,0,0,69,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Ogun,South West,Ogun,,,,0,49,59,36,31,4,0,0,52,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Ondo,South West,Ondo,,,,0,25,33,68,63,4,0,0,0,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Osun,South West,Osun,,,,0,11,13,443,402,2,0,0,0,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,College of Education,state,Oyo,South West,Oyo,,,,0,63,73,64,61,3,0,0,35,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Benue,North Central,Benue,,,,0,37,49,79,75,5,0,0,0,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,18,23,5,4,0,0,0,20,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,19,20,156,138,4,0,1,0,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,26,32,36,34,2,0,0,6,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,12,17,41,38,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Niger,North Central,Niger,,,,0,29,34,41,37,11,0,0,1,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,23,28,63,57,7,0,0,0,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,25,33,8,8,0,0,0,66,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,35,44,31,28,14,0,0,15,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Borno,North East,Borno,,,,0,35,42,27,25,8,0,0,21,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,21,26,12,10,0,0,0,19,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,15,20,29,25,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,21,32,11,10,0,0,0,28,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,49,62,13,12,0,0,0,45,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,28,37,74,70,6,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kano,North West,Kano,,,,0,86,101,28,27,11,0,0,120,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,44,53,66,60,12,0,0,1,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,19,27,5,4,0,0,0,28,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,19,23,2,0,0,0,0,18,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,17,22,1,0,0,0,0,26,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,188,178,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,450,422,3,0,0,0,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,16,23,31,30,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,45,49,42,40,3,0,4,17,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Imo,South East,Imo,,,,0,43,48,40,34,5,0,3,26,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,34,41,36,33,4,0,0,12,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,16,18,2,1,0,0,2,29,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,109,100,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Delta,South South,Delta,,,,0,26,36,197,192,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Edo,South South,Edo,,,,0,22,30,76,64,7,0,0,0,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,48,59,22,19,7,0,0,31,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,12,17,26,26,0,0,0,0,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,110,142,36,32,14,0,0,128,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,36,41,78,68,9,0,2,0,13,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,30,37,123,116,4,0,0,0,3,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Osun,South West,Osun,,,,0,11,13,699,642,4,0,0,0,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,30,38,85,81,3,0,0,0,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Benue,North Central,Benue,,,,0,32,44,313,289,15,0,0,0,11,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,15,20,24,23,0,0,0,1,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Kogi,North Central,Kogi,,,,0,26,31,554,516,9,0,0,0,15,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Kwara,North Central,Kwara,,,,0,23,27,116,106,10,0,0,0,14,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,12,17,209,204,4,0,0,0,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Niger,North Central,Niger,,,,0,29,35,102,94,11,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Plateau,North Central,Plateau,,,,0,29,37,86,77,7,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Adamawa,North East,Adamawa,,,,0,31,40,29,28,0,0,0,44,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Bauchi,North East,Bauchi,,,,0,50,61,87,79,14,0,0,0,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Borno,North East,Borno,,,,0,42,51,119,109,15,0,0,0,8,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Gombe,North East,Gombe,,,,0,14,16,66,59,9,0,0,0,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Taraba,North East,Taraba,,,,0,8,12,228,213,5,0,0,0,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Yobe,North East,Yobe,,,,0,19,28,38,34,7,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Jigawa,North West,Jigawa,,,,0,47,62,49,46,17,0,0,21,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Kaduna,North West,Kaduna,,,,0,83,109,108,102,11,0,0,31,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Kano,North West,Kano,,,,0,106,134,113,108,23,0,0,70,7,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Katsina,North West,Katsina,,,,0,47,58,174,160,25,0,0,0,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Kebbi,North West,Kebbi,,,,0,26,36,34,32,12,0,0,12,2,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Sokoto,North West,Sokoto,,,,0,39,45,51,45,15,0,0,5,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Zamfara,North West,Zamfara,,,,0,17,20,20,19,0,0,0,6,1,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Abia,South East,Abia,,,,0,0,0,1547,1427,10,0,0,0,12,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Anambra,South East,Anambra,,,,0,0,0,3315,3087,13,0,0,0,16,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Ebonyi,South East,Ebonyi,,,,0,29,39,157,149,4,0,0,0,5,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Enugu,South East,Enugu,,,,0,24,27,212,190,13,0,1,0,19,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Imo,South East,Imo,,,,0,33,38,235,202,29,0,0,0,40,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,39,48,240,236,4,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,8,10,54,51,4,0,0,0,4,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Cross River,South South,Cross River,,,,0,0,0,971,896,8,0,0,0,8,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Delta,South South,Delta,,,,0,22,25,1704,1598,16,0,0,0,17,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Edo,South South,Edo,,,,0,35,40,294,246,27,0,1,0,28,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Rivers,South South,Rivers,,,,0,52,64,310,259,54,0,0,0,30,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Ekiti,South West,Ekiti,,,,0,20,28,85,80,5,0,0,0,8,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Lagos,South West,Lagos,,,,0,107,129,123,113,42,0,0,38,9,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Ogun,South West,Ogun,,,,0,29,35,183,165,16,0,0,0,24,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Ondo,South West,Ondo,,,,0,22,29,310,296,7,0,0,0,6,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Osun,South West,Osun,,,,0,11,13,1858,1694,13,0,0,0,20,1.5
2023/2024,Female,Disabled,NABTEB,1-year,University,state,Oyo,South West,Oyo,,,,0,52,64,216,203,11,0,0,0,16,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Benue,North Central,Benue,,,,0,19,46,0,0,0,0,0,27,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,13,30,0,0,0,0,0,31,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,11,25,0,0,0,0,0,12,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,8,20,0,0,0,0,0,33,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,8,17,0,0,0,0,0,7,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Niger,North Central,Niger,,,,0,16,37,0,0,0,0,0,22,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,12,30,0,0,0,0,0,17,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,13,33,0,0,0,0,0,82,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,39,80,0,0,0,0,0,60,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Borno,North East,Borno,,,,0,18,38,0,0,0,0,0,38,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,9,31,0,0,0,0,0,34,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,8,22,0,0,0,0,0,9,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,12,31,0,0,0,0,0,36,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,27,65,0,0,0,0,0,57,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,45,97,0,0,0,0,0,119,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Kano,North West,Kano,,,,0,59,138,0,0,0,0,0,209,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,26,73,0,0,0,0,0,41,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,11,27,0,0,0,0,0,33,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,13,37,0,0,0,0,0,30,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,12,27,0,0,0,0,0,34,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,6,14,0,0,0,0,0,10,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Enugu,South East,Enugu,,,,0,15,33,0,0,0,0,0,34,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Imo,South East,Imo,,,,0,16,36,0,0,0,0,0,55,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,17,39,0,0,0,0,0,36,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,9,24,0,0,0,0,0,43,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Delta,South South,Delta,,,,0,13,31,0,0,0,0,0,6,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Edo,South South,Edo,,,,0,16,40,0,0,0,0,0,29,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,24,58,0,0,0,0,0,43,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,16,33,0,0,0,0,0,57,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Lagos,South West,Lagos,,,,0,40,79,0,0,0,0,0,88,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Ogun,South West,Ogun,,,,0,23,57,0,0,0,0,0,95,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Ondo,South West,Ondo,,,,0,12,31,0,0,0,0,0,16,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Osun,South West,Osun,,,,0,6,7,0,0,0,0,0,1,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,College of Education,state,Oyo,South West,Oyo,,,,0,33,73,0,0,0,0,0,107,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Benue,North Central,Benue,,,,0,19,49,0,0,0,0,0,29,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,9,23,0,0,0,0,0,24,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,9,20,0,0,0,0,0,10,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,14,30,0,0,0,0,0,49,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,6,15,0,0,0,0,0,6,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Niger,North Central,Niger,,,,0,14,34,0,0,0,0,0,20,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,12,28,0,0,0,0,0,16,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,14,32,0,0,0,0,0,78,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,19,44,0,0,0,0,0,33,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Borno,North East,Borno,,,,0,21,40,0,0,0,0,0,40,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,9,25,0,0,0,0,0,28,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,8,20,0,0,0,0,0,8,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,13,32,0,0,0,0,0,37,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,25,62,0,0,0,0,0,54,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,14,37,0,0,0,0,0,45,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Kano,North West,Kano,,,,0,44,100,0,0,0,0,0,151,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,20,50,0,0,0,0,0,28,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,11,27,0,0,0,0,0,33,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,8,23,0,0,0,0,0,19,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,10,20,0,0,0,0,0,25,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,10,22,0,0,0,0,0,16,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,22,49,0,0,0,0,0,51,0,1.5
2023/2024,Female,Disabled,NABTEB,2-year,Polytechnic,state,Imo,South East,Imo,,,,0,22,48,0,0,0,0,0,73,0,1.5
