session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,disabled,STEMM,Mathematics / Statistics,Data Science,131,119
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,all,Non-STEMM,ART,Philosophy,301,276
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,all,STEMM,Engineering,Mechanical Engineering,2030,1859
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,all,STEMM,Mathematics / Statistics,Data Science,2079,1904
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,disabled,Non-STEMM,ART,Philosophy,24,22
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,disabled,STEMM,Engineering,Mechanical Engineering,164,149
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,disabled,STEMM,Mathematics / Statistics,Data Science,168,153
2023/2024,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,13,12
2023/2024,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,18,16
2023/2024,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,STEMM,Engineering,Chemical Engineering,792,725
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,154,141
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,disabled,STEMM,Engineering,Chemical Engineering,63,57
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,12,11
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,STEMM,Engineering,Chemical Engineering,1096,1004
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,110,101
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,disabled,STEMM,Engineering,Chemical Engineering,88,80
2023/2024,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,8,7
2023/2024,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2023/2024,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,8,7
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,all,STEMM,Engineering,Chemical Engineering,737,675
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,179,164
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Engineering,Chemical Engineering,58,53
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,14,13
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,all,STEMM,Engineering,Chemical Engineering,1018,932
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,129,118
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,disabled,STEMM,Engineering,Chemical Engineering,81,74
2023/2024,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,10,9
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,35,32
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,3,3
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,45,41
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Quantity Surveying,35,32
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,2,2
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Quantity Surveying,46,42
2023/2024,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,3,3
2023/2024,South West,Lagos,Kosofe,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2023/2024,South West,Lagos,Kosofe,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South West,Lagos,Lagos Island,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,4,4
2023/2024,South West,Lagos,Lagos Island,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,all,STEMM,Engineering,Civil Engineering,1564,1432
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,all,STEMM,Mathematics / Statistics,Statistics,55,50
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,STEMM,Engineering,Civil Engineering,127,116
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,STEMM,Mathematics / Statistics,Statistics,4,4
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,all,STEMM,Engineering,Civil Engineering,2160,1978
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,all,STEMM,Mathematics / Statistics,Statistics,71,65
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,disabled,STEMM,Engineering,Civil Engineering,177,161
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,disabled,STEMM,Mathematics / Statistics,Statistics,6,5
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,all,STEMM,Engineering,Civil Engineering,1564,1432
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,all,STEMM,Mathematics / Statistics,Statistics,55,50
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,disabled,STEMM,Engineering,Civil Engineering,127,116
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,disabled,STEMM,Mathematics / Statistics,Statistics,4,4
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Male,all,STEMM,Engineering,Civil Engineering,2160,1978
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Male,all,STEMM,Mathematics / Statistics,Statistics,71,65
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Male,disabled,STEMM,Engineering,Civil Engineering,176,160
2023/2024,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Male,disabled,STEMM,Mathematics / Statistics,Statistics,5,4
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,all,Non-STEMM,Education,Social Studies Education,693,635
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,all,STEMM,Environmental Sciences,Estate Management,8,7
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,161,147
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,disabled,Non-STEMM,Education,Social Studies Education,55,50
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,12,11
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Male,all,Non-STEMM,Education,Social Studies Education,566,518
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Male,all,STEMM,Environmental Sciences,Estate Management,11,10
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,116,106
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Male,disabled,Non-STEMM,Education,Social Studies Education,45,41
2023/2024,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,9,8
2023/2024,South West,Lagos,Surulere,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,13,12
2023/2024,South West,Lagos,Surulere,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Lagos,Surulere,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,17,16
2023/2024,South West,Lagos,Surulere,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,86,79
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,7,6
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,110,101
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,9,8
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,86,79
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,6,5
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,110,101
2023/2024,South West,Ogun,Abeokuta North,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,8,7
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,all,Non-STEMM,ART,Theatre Arts,158,145
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,all,Non-STEMM,Social Sciences,Mass Communication,1255,1149
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,all,STEMM,Computing / ICT,Cyber Security,390,357
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,10,9
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,all,STEMM,Medicine / Health Sciences,Nursing Science,367,336
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,disabled,Non-STEMM,ART,Theatre Arts,13,12
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,103,94
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,disabled,STEMM,Computing / ICT,Cyber Security,32,29
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Female,disabled,STEMM,Medicine / Health Sciences,Nursing Science,30,27
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,all,Non-STEMM,ART,Theatre Arts,140,128
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,all,Non-STEMM,Social Sciences,Mass Communication,1205,1104
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,all,STEMM,Computing / ICT,Cyber Security,538,493
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,7,6
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,all,STEMM,Medicine / Health Sciences,Nursing Science,266,244
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,disabled,Non-STEMM,ART,Theatre Arts,11,10
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,99,90
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,disabled,STEMM,Computing / ICT,Cyber Security,44,40
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 1,Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,22,20
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Female,all,Non-STEMM,ART,Theatre Arts,158,145
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Female,all,Non-STEMM,Social Sciences,Mass Communication,1255,1149
