session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Public Administration,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,28,23,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,20,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Arts / Humanities,Philosophy,25,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,23,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Arts / Humanities,Theatre Arts,28,23,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Business / Administration / Law,Insurance,36,25,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Business / Administration / Law,Marketing,28,23,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Communication / Media,Broadcasting,23,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Communication / Media,Development Communication,28,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,25,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Communication / Media,Public Relations,25,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Education,Adult Education,28,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Education,Curriculum Studies,36,28,28
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Education,Educational Technology,38,28,25
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Languages,Hausa,25,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Languages,Igbo,25,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Languages,Yoruba,23,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Accounting,25,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Business Administration,25,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Criminology,31,23,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Economics,20,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Geography,23,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,International Relations,33,23,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Mass Communication,20,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,all,Non-STEMM,Social Sciences,Public Administration,28,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Arts / Humanities,Philosophy,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Communication / Media,Development Communication,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Communication / Media,Public Relations,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Education,Adult Education,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Education,Curriculum Studies,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Education,Educational Technology,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Languages,Hausa,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Languages,Igbo,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Languages,Yoruba,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Accounting,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Business Administration,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Criminology,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Economics,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Geography,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,International Relations,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,disabled,Non-STEMM,Social Sciences,Public Administration,5,3,3
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Arts,Law,69,56,48
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,66,58,53
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,43,36,33
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Arts / Humanities,Philosophy,46,38,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,74,61,56
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Business / Administration / Law,Marketing,76,58,48
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Communication / Media,Broadcasting,61,48,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Communication / Media,Development Communication,66,53,51
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,46,36,31
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Communication / Media,Public Relations,48,41,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Education,Adult Education,51,41,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Education,Curriculum Studies,46,38,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Education,Educational Management,48,38,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Education,Educational Technology,56,48,43
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Education,Guidance and Counselling,48,36,31
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,Arabic Studies,46,41,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,English Language,43,36,33
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,French,36,31,28
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,Igbo,48,41,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,Linguistics,38,33,31
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Languages,Yoruba,56,48,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Banking and Finance,66,51,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Business Administration,48,41,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Criminology,66,53,51
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,International Relations,66,51,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Mass Communication,33,28,25
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Political Science,51,41,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Psychology,53,43,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,Non-STEMM,Social Sciences,Public Administration,66,53,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Biological Sciences,Biochemistry,51,41,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Computing / ICT,Computer Science,53,46,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Engineering,Chemical Engineering,74,64,58
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Engineering,Civil Engineering,61,48,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Engineering,Electrical Engineering,46,38,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Engineering,Mechanical Engineering,51,46,43
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Mathematics / Statistics,Actuarial Science,74,64,58
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,66,56,53
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Mathematics / Statistics,Mathematics,43,33,31
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Mathematics / Statistics,Operations Research,76,66,58
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Mathematics / Statistics,Statistics,53,43,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Medicine / Health Sciences,Anatomy,53,43,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,38,33,28
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,41,36,33
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Medicine / Health Sciences,Physiotherapy,53,43,38
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Medicine / Health Sciences,Public Health,48,38,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Physical Sciences,Microbiology,56,46,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Science,Chemistry,56,46,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Science,Industrial Chemistry,56,48,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Science,Physics,46,41,36
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Science,Plant Science,69,56,48
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Technology / ICT,Cybersecurity,56,48,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Technology / ICT,Data Science,53,46,41
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Technology / ICT,Information Systems,76,69,58
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Technology / ICT,Information Technology,56,46,46
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,all,STEMM,Technology / ICT,Software Engineering,69,58,53
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,disabled,Non-STEMM,Arts,Law,5,5,3
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,North West,Katsina,Katsina,University,"Umaru Musa Yar'Adua University, Katsina",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,3,3,3
