session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Vocational,Vocational Year 3,14,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Vocational,Vocational Year 3,7,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Vocational,Vocational Year 3,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Vocational,Vocational Year 3,15,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,1,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,81,1,3,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,111,1,5,2,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,194,2,8,3,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,7,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,242,2,10,4,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,62,1,3,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,86,1,4,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,4,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,151,2,6,2,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,5,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,188,2,8,3,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,34,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,48,1,2,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,83,2,3,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,3,2,1,0,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,103,2,4,1,69.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,JSS,JSS1,8,2,1,0,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,JSS,JSS1,271,2,6,2,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,JSS,JSS1,7,2,1,0,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,JSS,JSS1,257,2,6,2,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,JSS,JSS1,21,7,1,0,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,JSS,JSS1,916,7,20,7,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,JSS,JSS1,18,7,1,0,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,JSS,JSS1,854,7,19,7,75.2,JSS1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,JSS,JSS2,5,2,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,JSS,JSS2,222,2,5,2,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,JSS,JSS2,5,2,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,JSS,JSS2,212,2,5,2,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,JSS,JSS2,15,7,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,JSS,JSS2,752,7,17,6,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,JSS,JSS2,15,7,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,JSS,JSS2,702,7,15,5,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,JSS,JSS3,5,2,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,JSS,JSS3,177,2,4,1,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,JSS,JSS3,5,2,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,JSS,JSS3,168,2,4,1,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,JSS,JSS3,13,7,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,JSS,JSS3,599,7,13,5,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,JSS,JSS3,12,7,1,0,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,JSS,JSS3,559,7,12,4,75.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Pre-Primary/Primary,Primary 1,21,3,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,727,3,19,7,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Pre-Primary/Primary,Primary 1,20,3,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,719,3,18,7,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,Pre-Primary/Primary,Primary 1,111,13,3,1,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3181,13,81,30,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,Pre-Primary/Primary,Primary 1,103,13,3,1,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2961,13,76,28,73.2,Primary 1,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Pre-Primary/Primary,Primary 2,19,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,645,3,16,6,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Pre-Primary/Primary,Primary 2,18,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,639,3,16,6,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Public,Pre-Primary/Primary,Primary 2,99,13,3,1,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2825,13,72,26,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Public,Pre-Primary/Primary,Primary 2,91,13,2,1,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2629,13,67,24,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Disabled,Private,Pre-Primary/Primary,Primary 3,16,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,581,3,15,5,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Disabled,Private,Pre-Primary/Primary,Primary 3,16,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'B',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,575,3,15,5,73.2,,0,"Government Secondary School, Bolewa 'B' | Community Secondary School, Bolewa 'B' | Unity College, Potiskum | Comprehensive High School, Bolewa 'B'"
