session,zone,state,lga,ward,school
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Fathul Bari
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Gaji Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Gigyara Nomadic Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Gub Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Gwalbaji Islamiya Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Jadan Mansur Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Jouro Gambo Nomadic
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Kaciciya Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Kende Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Kufa Sherolde Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Kwaimawa Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Lokka Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Maiarin Arewa Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Maimadi Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Mbalalim Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Twara
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Balakum Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Bun Primary School
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Dogon Ruwa Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Twara
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Balakum Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Bun Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Dogon Ruwa Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Fathul Bari
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Gaji Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Gigyara Nomadic Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Gub Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Gwalbaji Islamiya Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Jadan Mansur Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Jouro Gambo Nomadic
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Kaciciya Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Kende Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Kufa Sherolde Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Kwaimawa Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Lokka Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Maiarin Arewa Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Maimadi Primary School
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Mbalalim Primary School
2019/2020,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2019/2020,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2019/2020,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2019/2020,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2020/2021,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2020/2021,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2020/2021,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2020/2021,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2021/2022,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2021/2022,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2021/2022,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2021/2022,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2022/2023,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2022/2023,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2022/2023,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2022/2023,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2023/2024,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Gajin Duguri
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Maimadi
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Government Junior Secondary School Mbalalim
2024/2025,North East,Bauchi,Alkaleri,Maimadi,Ube Secondary School Badakoshi
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Al-Kauthar Sceince School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Alfurqan International Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Amburu Nursery And Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Aspira Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Bajam Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Bakari Dukku Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Bayan Dutsen Gubi Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Bor Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Dolphin Maria Nursery And Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,E&Amp;Y Brillant Gem Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Emirates International School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Gakal Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Golyalbi Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Gorun Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Government Junior Secondry School Juwara
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Green Light Sceince Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Gwaskwaram Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Hinsad Nursery And Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,"Ibrahim Bako Nursery And Primary School, Bauchi"
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Ibrahim Memorial Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Imam Ismail Nursery And Primary School L/K
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Jagur Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Kadara Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Khadi Mahmood Abdullahi Memorial Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,King Abdullahi International Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Kuluntun Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Langas Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Madarasatu Rufil Islam Model Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Mararraban Liman Katagum Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Muyaba Science Academy
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Natsira Wuro Jauro Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Redeemed Peoples Academy Nursery And Primary
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Rusa Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Savannah Nursery And Primary School Bauchi
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Summu Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,"Tawfiq Academy, Bauchi"
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Trinity
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Barno Primary School Bauchi
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Falke Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Wuro Magaji Nomadic Primary School
2019/2020,North East,Bauchi,Bauchi,Kangyare/Turwun,Yalwan Munsal Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Redeemed Peoples Academy Nursery And Primary
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Rusa Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Savannah Nursery And Primary School Bauchi
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Summu Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,"Tawfiq Academy, Bauchi"
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Trinity
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Barno Primary School Bauchi
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Falke Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Wuro Magaji Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Yalwan Munsal Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Al-Kauthar Sceince School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Alfurqan International Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Amburu Nursery And Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Aspira Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Bajam Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Bakari Dukku Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Bayan Dutsen Gubi Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Bor Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Dolphin Maria Nursery And Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,E&Amp;Y Brillant Gem Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Emirates International School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Gakal Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Golyalbi Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Gorun Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Government Junior Secondry School Juwara
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Green Light Sceince Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Gwaskwaram Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Hinsad Nursery And Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,"Ibrahim Bako Nursery And Primary School, Bauchi"
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Ibrahim Memorial Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Imam Ismail Nursery And Primary School L/K
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Jagur Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Kadara Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Khadi Mahmood Abdullahi Memorial Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,King Abdullahi International Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Kuluntun Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Langas Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Madarasatu Rufil Islam Model Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Mararraban Liman Katagum Nomadic Primary School
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Muyaba Science Academy
2020/2021,North East,Bauchi,Bauchi,Kangyare/Turwun,Natsira Wuro Jauro Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Jagur Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Kadara Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Khadi Mahmood Abdullahi Memorial Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,King Abdullahi International Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Kuluntun Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Langas Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Madarasatu Rufil Islam Model Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Mararraban Liman Katagum Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Muyaba Science Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Natsira Wuro Jauro Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Redeemed Peoples Academy Nursery And Primary
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Rusa Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Savannah Nursery And Primary School Bauchi
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Summu Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,"Tawfiq Academy, Bauchi"
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Trinity
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Barno Primary School Bauchi
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Falke Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Wuro Magaji Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Yalwan Munsal Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Al-Kauthar Sceince School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Alfurqan International Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Amburu Nursery And Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Aspira Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Bajam Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Bakari Dukku Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Bayan Dutsen Gubi Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Bor Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Dolphin Maria Nursery And Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,E&Amp;Y Brillant Gem Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Emirates International School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Gakal Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Golyalbi Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Gorun Nomadic Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Government Junior Secondry School Juwara
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Green Light Sceince Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Gwaskwaram Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Hinsad Nursery And Primary School
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,"Ibrahim Bako Nursery And Primary School, Bauchi"
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Ibrahim Memorial Academy
2021/2022,North East,Bauchi,Bauchi,Kangyare/Turwun,Imam Ismail Nursery And Primary School L/K
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Gakal Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Golyalbi Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Gorun Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Government Junior Secondry School Juwara
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Green Light Sceince Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Gwaskwaram Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Hinsad Nursery And Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,"Ibrahim Bako Nursery And Primary School, Bauchi"
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Ibrahim Memorial Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Imam Ismail Nursery And Primary School L/K
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Jagur Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Kadara Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Khadi Mahmood Abdullahi Memorial Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,King Abdullahi International Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Kuluntun Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Langas Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Madarasatu Rufil Islam Model Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Mararraban Liman Katagum Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Muyaba Science Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Natsira Wuro Jauro Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Redeemed Peoples Academy Nursery And Primary
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Rusa Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Savannah Nursery And Primary School Bauchi
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Summu Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,"Tawfiq Academy, Bauchi"
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Trinity
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Barno Primary School Bauchi
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Unguwar Falke Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Wuro Magaji Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Yalwan Munsal Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Al-Kauthar Sceince School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Alfurqan International Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Amburu Nursery And Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Aspira Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Bajam Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Bakari Dukku Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Bayan Dutsen Gubi Nomadic Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Bor Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Dolphin Maria Nursery And Primary School
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,E&Amp;Y Brillant Gem Academy
2022/2023,North East,Bauchi,Bauchi,Kangyare/Turwun,Emirates International School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Alfurqan International Academy
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Amburu Nursery And Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Aspira Academy
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Bajam Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Bakari Dukku Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Bayan Dutsen Gubi Nomadic Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Bor Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Dolphin Maria Nursery And Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,E&Amp;Y Brillant Gem Academy
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Emirates International School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Gakal Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Golyalbi Nomadic Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Gorun Nomadic Primary School
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Government Junior Secondry School Juwara
2023/2024,North East,Bauchi,Bauchi,Kangyare/Turwun,Green Light Sceince Academy
