session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,69,68
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,International Relations,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,46,38
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Sociology,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,44,42
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Sociology,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,42,36
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,41,40
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,55,56
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Relations,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,54,46
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Relations,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,41,34
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,41,33
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,61,61
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,61,61
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance,78,70
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Insurance,9,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance,72,68
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Insurance,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,64,57
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance,9,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,58,52
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance,9,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,66,66
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Guidance and Counselling,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,61,56
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Guidance and Counselling,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies,85,84
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Primary Education Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies,76,77
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Primary Education Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Educational Management,53,53
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Educational Management,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Educational Management,53,49
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Educational Management,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Igbo,54,49
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Igbo,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Igbo,50,50
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Igbo,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Linguistics,50,47
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Linguistics,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Linguistics,46,37
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Linguistics,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Hausa,58,49
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Hausa,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Hausa,58,59
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Hausa,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Yoruba,48,41
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Yoruba,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Yoruba,43,36
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Yoruba,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,History and International Studies,48,43
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,History and International Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,History and International Studies,48,47
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,History and International Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies,44,44
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,English and Literary Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies,41,43
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,English and Literary Studies,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,56,50
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,52,41
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,63,59
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Theatre Arts,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,61,54
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Theatre Arts,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,51,47
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Political Science,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,47,45
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Political Science,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,75,76
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Criminology,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,72,68
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Criminology,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,46,39
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Economics,8,6
2023/2024,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,44,37
