session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Mathematics / Statistics,Statistics,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,19,14,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Mathematics / Statistics,Statistics,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,17,14,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,16,13,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,22,16,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,22,17,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Mathematics / Statistics,Operations Research,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Mathematics / Statistics,Actuarial Science,27,21,20
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Mathematics / Statistics,Actuarial Science,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Mathematics / Statistics,Actuarial Science,27,21,20
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Mathematics / Statistics,Actuarial Science,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,12,10,10
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,12,10,9
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Health Sciences,Pharmacy,16,14,12
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Health Sciences,Pharmacy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Health Sciences,Pharmacy,18,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Health Sciences,Pharmacy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,20,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,18,15,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Public Health,20,16,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Medicine / Health Sciences,Public Health,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Public Health,14,11,10
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Medicine / Health Sciences,Public Health,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,16,13,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,13,10,10
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,15,11,10
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,14,11,11
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts,English and Literary Studies,17,14,12
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts,English and Literary Studies,18,15,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,24,19,16
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,25,19,18
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,20,15,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,22,17,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,20,17,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,19,16,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Philosophy,19,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Philosophy,15,12,11
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Religious Studies,23,19,17
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts / Humanities,Religious Studies,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Religious Studies,21,17,16
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts / Humanities,Religious Studies,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,19,14,12
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,International Relations,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,21,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,International Relations,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,16,13,12
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Sociology,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,18,14,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Sociology,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,17,14,12
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Political Science,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,14,11,11
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Political Science,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology,21,17,17
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Psychology,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology,17,15,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Psychology,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,25,21,20
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Criminology,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,27,23,21
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Criminology,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting,20,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Accounting,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting,20,16,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Accounting,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,15,12,11
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,18,14,13
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Business Administration,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,26,20,17
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,21,16,15
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,21,17,16
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,23,19,16
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Arts,Law,23,19,17
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Arts,Law,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Arts,Law,25,20,19
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Arts,Law,2,2,2
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,26,21,20
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,2,2
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,27,22,19
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies,25,21,20
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Education,Primary Education Studies,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies,24,21,19
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Disabled,Non-STEMM,Education,Primary Education Studies,2,2,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies,19,15,14
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Male,Disabled,Non-STEMM,Education,Curriculum Studies,2,1,1
2023/2024,North West,Sokoto,Sokoto North,University,"Usmanu Danfodiyo University, Sokoto",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies,17,13,12
