session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,52,1,3,2,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,2,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,70,1,3,2,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,76,2,4,2,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,111,2,5,3,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,JSS,JSS1,10,4,1,1,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,JSS,JSS1,522,4,13,8,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,JSS,JSS1,11,4,1,1,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,JSS,JSS1,505,4,13,8,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,JSS,JSS1,26,6,1,1,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,JSS,JSS1,1038,6,26,15,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,JSS,JSS1,22,6,1,1,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,JSS,JSS1,886,6,23,13,80.4,JSS1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,JSS,JSS2,9,4,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,JSS,JSS2,428,4,11,6,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,JSS,JSS2,8,4,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,JSS,JSS2,414,4,11,6,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,JSS,JSS2,21,7,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,JSS,JSS2,854,7,22,13,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,JSS,JSS2,18,7,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,JSS,JSS2,728,7,19,11,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,JSS,JSS3,7,3,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,JSS,JSS3,342,3,9,5,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,JSS,JSS3,6,3,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,JSS,JSS3,331,3,8,5,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,JSS,JSS3,15,7,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,JSS,JSS3,680,7,17,10,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,JSS,JSS3,14,7,1,1,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,JSS,JSS3,580,7,15,9,80.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,23,3,1,1,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,783,3,23,13,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,22,3,1,1,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,746,3,22,13,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,114,17,3,2,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3644,17,107,62,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,132,17,4,2,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4201,17,124,72,78.4,Primary 1,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,20,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,695,3,20,12,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,20,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,663,3,20,12,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,102,15,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3236,15,95,55,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,117,15,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3730,15,110,64,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,18,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,625,3,18,10,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,17,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,596,3,18,10,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,91,17,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2910,17,86,50,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,106,17,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3354,17,99,57,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,17,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,572,3,17,10,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,16,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,545,3,16,9,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,84,15,2,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2659,15,78,45,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,97,15,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3065,15,90,52,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,16,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,534,3,16,9,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,15,3,1,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,509,3,15,9,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,78,15,2,1,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2491,15,73,42,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,91,15,3,2,78.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
