session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1630,11,58,46,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,47,11,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1644,11,59,47,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,SSS,SSS1,6,3,1,1,74.0,SSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,SSS,SSS1,284,3,9,7,74.0,SSS1,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,SSS,SSS1,7,3,1,1,74.0,SSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,SSS,SSS1,308,3,10,8,74.0,SSS1,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,SSS,SSS1,10,5,1,1,74.0,SSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,SSS,SSS1,542,5,18,14,74.0,SSS1,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,SSS,SSS1,11,5,1,1,74.0,SSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,SSS,SSS1,552,5,18,14,74.0,SSS1,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,SSS,SSS2,5,3,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,SSS,SSS2,229,3,8,6,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,SSS,SSS2,5,3,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,SSS,SSS2,247,3,8,6,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,SSS,SSS2,8,5,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,SSS,SSS2,436,5,14,11,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,SSS,SSS2,8,5,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,SSS,SSS2,445,5,15,12,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,SSS,SSS3,3,3,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,SSS,SSS3,177,3,6,5,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,SSS,SSS3,4,3,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,SSS,SSS3,192,3,6,5,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,SSS,SSS3,6,5,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,SSS,SSS3,339,5,11,9,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,SSS,SSS3,6,5,1,1,74.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,SSS,SSS3,346,5,12,10,74.0,,1,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Vocational,Vocational Year 1,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Vocational,Vocational Year 1,17,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Vocational,Vocational Year 1,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Vocational,Vocational Year 1,28,2,2,2,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Vocational,Vocational Year 1,16,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Vocational,Vocational Year 1,27,2,2,2,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Vocational,Vocational Year 2,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Vocational,Vocational Year 2,15,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Vocational,Vocational Year 2,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Vocational,Vocational Year 2,25,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Vocational,Vocational Year 2,13,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Vocational,Vocational Year 2,23,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Vocational,Vocational Year 3,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Vocational,Vocational Year 3,11,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Vocational,Vocational Year 3,0,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Vocational,Vocational Year 3,18,2,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Vocational,Vocational Year 3,10,1,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Vocational,Vocational Year 3,17,1,1,1,71.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,1,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,93,1,6,5,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,129,1,8,6,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,3,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,174,2,10,8,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,4,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,210,2,12,10,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,72,1,4,3,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,100,1,6,5,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,2,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,136,2,8,6,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,3,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,163,2,10,8,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,39,1,2,2,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,54,1,3,2,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,74,2,4,3,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,1,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
2024/2025,South West,Osun,Ilesha West,Ayeso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,89,2,5,4,66.0,,0,"Government Secondary School, Ayeso | Community Secondary School, Ayeso | Unity College, Ilesha West | Comprehensive High School, Ayeso"
