zone,state,lga,ward,school
North West,Jigawa,Kafin-Hausa,Zago,"Ashuran Madaki Primary School, Ashuran"
North West,Jigawa,Kafin-Hausa,Zago,"Azauna Primary School, Azauna"
North West,Jigawa,Kafin-Hausa,Zago,"Chambawa Primary School, Chambawa"
North West,Jigawa,Kafin-Hausa,Zago,"Duwameri Primary School, Duwameri"
North West,Jigawa,Kafin-Hausa,Zago,"Gidan Kanya Primary School, Gidan Kanya"
North West,Jigawa,Kafin-Hausa,Zago,Gidan Mata Community Islamiyya Primary
North West,Jigawa,Kafin-Hausa,Zago,Indawa Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Zago,Kibawa Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Kutugun Primary School, Kutugun"
North West,Jigawa,Kafin-Hausa,Zago,"Majerin Zangoma Primary School, Majeri Zangoma"
North West,Jigawa,Kafin-Hausa,Zago,"Matakuwa Primary School, Matakuwa"
North West,Jigawa,Kafin-Hausa,Zago,"Shakato Primary School, Shakato"
North West,Jigawa,Kafin-Hausa,Zago,Tsangaya Liman Bulangu
North West,Jigawa,Kafin-Hausa,Zago,Yandarman Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Zago Bulangu Primary School, Zago Bulangu"
North West,Jigawa,Kafin-Hausa,Zago,"Zago Kafi Primary School, Zago Kafi"
North West,Jigawa,Kaugawa,Arbus,"Arbus Primary School, Arbus"
North West,Jigawa,Kaugawa,Arbus,"Bultuwa Primary School, Bultuwa"
North West,Jigawa,Kaugawa,Arbus,"Danzabia Primary School, Danzibiya"
North West,Jigawa,Kaugawa,Arbus,"Dusare Primary School, Dusare"
North West,Jigawa,Kaugawa,Arbus,Galdima Nomadic P.S
North West,Jigawa,Kaugawa,Arbus,"Gareru Primary School, Gareru"
North West,Jigawa,Kaugawa,Arbus,"Kogga Nomadicprimary School, Kogga Nomadic"
North West,Jigawa,Kaugawa,Arbus,Maikyari Islamiyya Primary  School Maikyari
North West,Jigawa,Kaugawa,Arbus,"Sabon Garin Kankanba Community Islamiya Primary School, Sabon Garin Kankaba"
North West,Jigawa,Kaugawa,Arbus,Sheik Modibo Nur And Pri School
North West,Jigawa,Kaugawa,Arbus,"Yarda Babba Primary School, Yarda Babba"
North West,Jigawa,Kaugawa,Askandu,"Albashi Community Primary School, Albashi"
North West,Jigawa,Kaugawa,Askandu,"Askandu Primary School, Askandu"
North West,Jigawa,Kaugawa,Askandu,"Burtali Nomadic Primary School, Burtali"
North West,Jigawa,Kaugawa,Askandu,"Darmomuwa Primary School, Darmomuwa"
North West,Jigawa,Kaugawa,Askandu,"Fadimatuzzahra Islamiyyaprimary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Askandu,Garin Barde Primary School
North West,Jigawa,Kaugawa,Askandu,"Girbobo Primary School, Girbobo"
North West,Jigawa,Kaugawa,Askandu,"Kufitu Nomadic Primary School, Kufitu"
North West,Jigawa,Kaugawa,Askandu,"Mainasara Nomadic Primary School, Mainasara"
North West,Jigawa,Kaugawa,Askandu,"Sarki Isah Primary School, Sarki Isah"
North West,Jigawa,Kaugawa,Askandu,"Yelleman Hausawa Primary School, Yelleman Hausawa"
North West,Jigawa,Kaugawa,Askandu,Zad Al  Amin Academy
North West,Jigawa,Kaugawa,Dabuwaran,Chinguliskin Arewa Primary School Chinguliskin Arewa
North West,Jigawa,Kaugawa,Dabuwaran,"Dabuwaran Primary School, Dabuwaran"
North West,Jigawa,Kaugawa,Dabuwaran,"Dawai-Dawai Nomaidc Primary School, Dawai Dawai"
North West,Jigawa,Kaugawa,Dabuwaran,"Faras Primary School, Faras"
North West,Jigawa,Kaugawa,Dabuwaran,Garin Galadima Umara Primary School
North West,Jigawa,Kaugawa,Dabuwaran,"Gwalerima Primary School, Gwalirima"
North West,Jigawa,Kaugawa,Dabuwaran,"Kuikar Primary School, Kuikar"
North West,Jigawa,Kaugawa,Dabuwaran,"Manda Maitaya Isl. Primary School, Manda"
North West,Jigawa,Kaugawa,Dabuwaran,"Sarkin Ruwa Islamiya Primary School, Sarkin Ruwa"
North West,Jigawa,Kaugawa,Dabuwaran,"Yelleman Islamiyya Primary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Dabuwaran,Zanariya Nursery And Primary School
North West,Jigawa,Kaugawa,Dakaiyawa,"Dakaiyawa Central Primary School, Dakaiyawa"
North West,Jigawa,Kaugawa,Dakaiyawa,Dakaiyawa Primary School
North West,Jigawa,Kaugawa,Dakaiyawa,Garin Shafi Nomadic P.S
North West,Jigawa,Kaugawa,Dakaiyawa,"Gyangga Nomadic Primary School, Gyanga"
North West,Jigawa,Kaugawa,Dakaiyawa,Ishshadul Ummah Islamiyya
North West,Jigawa,Kaugawa,Dakaiyawa,"Kuka Kwance Primary School, Kukakwance"
North West,Jigawa,Kaugawa,Dakaiyawa,Madarasatul      Tahafizul Quran
North West,Jigawa,Kaugawa,Dakaiyawa,"Manda Primary School, Manda"
North West,Jigawa,Kaugawa,Dakaiyawa,"Sharkawa Primary School, Sharkawa"
North West,Jigawa,Kaugawa,Dakaiyawa,"Yelleman Tijjani Primary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Hadin,Alkali Umar Islamic Primary School
North West,Jigawa,Kaugawa,Hadin,"Chinguliskin Kuduprimary School, Chinguliskin Kudu"
North West,Jigawa,Kaugawa,Hadin,"Dingare Community Primary School, Dingare"
North West,Jigawa,Kaugawa,Hadin,"Gadodo Nomadic Primary School, Gadodo"
North West,Jigawa,Kaugawa,Hadin,Gidan Kwari Nomaic Primary School
North West,Jigawa,Kaugawa,Hadin,"Hadin Primary School, Hadin"
North West,Jigawa,Kaugawa,Hadin,"Jalomi Primary School, Jamilo"
North West,Jigawa,Kaugawa,Hadin,Kulle Gaja Nomadic Primary School Kulle Gaja
North West,Jigawa,Kaugawa,Hadin,"Masama Primary School, Masama"
North West,Jigawa,Kaugawa,Hadin,"Siminti Nomadic Primary School, Rigar Hardo Bello"
North West,Jigawa,Kaugawa,Hadin,Yola Nomadic Primary School Yola
North West,Jigawa,Kaugawa,Ja'E,"Adimingaso Primary School, Adiminsago"
North West,Jigawa,Kaugawa,Ja'E,"Bayin Kwarin Primary School, Bayin Kwari"
North West,Jigawa,Kaugawa,Ja'E,"Chiromawa Islamiyyaprimary School, Chiromawa"
North West,Jigawa,Kaugawa,Ja'E,"Dodorin M. Abu Primary School, Dodorin M Abdu"
North West,Jigawa,Kaugawa,Ja'E,"Gakori Primary School, Gakori"
North West,Jigawa,Kaugawa,Ja'E,Gofelnomadic Primary School
North West,Jigawa,Kaugawa,Ja'E,"Kanoke Primary School, Kanoke"
North West,Jigawa,Kaugawa,Ja'E,"Kwandiga Cummunity Primary School, Kwandiga"
North West,Jigawa,Kaugawa,Ja'E,"Musaran Kanawa Primary School, Musaran Kanawa"
North West,Jigawa,Kaugawa,Ja'E,Nuru Islamic Islamiya School
North West,Jigawa,Kaugawa,Ja'E,"Taura Community Primary School, Taura"
North West,Jigawa,Kaugawa,Ja'E,"Zaburan Primary School, Zaburan"
North West,Jigawa,Kaugawa,Jarkasa,"Adimiya Islamiya Primary School, Adimiya"
North West,Jigawa,Kaugawa,Jarkasa,"Bingamama Nomadic Primary School, Bingamama"
North West,Jigawa,Kaugawa,Jarkasa,"Chunguluski Nomadic Primary School, Rigar Chinguliski"
North West,Jigawa,Kaugawa,Jarkasa,"Dudurin Girbobo Primary School, Dudurin Girbobo"
North West,Jigawa,Kaugawa,Jarkasa,"Gangara Primary School, Gangara"
North West,Jigawa,Kaugawa,Jarkasa,Hutawo Namadic Primary School
North West,Jigawa,Kaugawa,Jarkasa,"Kantamari Primary School, Kantamari"
North West,Jigawa,Kaugawa,Jarkasa,Limawa Karata Nomadic Primary School Limawa Karata
North West,Jigawa,Kaugawa,Jarkasa,Mauad Sheik Muhammed Liman Tafizul Quranic Primary School
North West,Jigawa,Kaugawa,Jarkasa,Musaran Nomadic Primary School Musaran Fulani
North West,Jigawa,Kaugawa,Jarkasa,"Tsangayar Malam Abubakarprimary School, Yalleman"
North West,Jigawa,Kaugawa,Jarkasa,"Zingaran Primary School, Zingaran"
North West,Jigawa,Kaugawa,Kaugama,"Bagana Islamiya Primary School, Bagana Kaugama"
North West,Jigawa,Kaugawa,Kaugama,Galadeema Academy
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Model Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Special Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Yamma Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Model Quran Islamiya Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Nurulhuda Islamiya Primary School, Nurul Huda Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Tsangayar Malam Abdurrazakprimary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Tsangayar Malam Sani Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,Ummu Aiman Nursery And Primary  School Kaugama
North West,Jigawa,Kaugawa,Marke,Barbawa Nomadic Primary School
North West,Jigawa,Kaugawa,Marke,Idan Zakara Primary School
North West,Jigawa,Kaugawa,Marke,Ihyaus Sunnah Islamiyya Primary School
North West,Jigawa,Kaugawa,Marke,Madaraltul Ayatul Batil Primary School
North West,Jigawa,Kaugawa,Marke,"Madaratul Ihya Us-Sunnah , Abdullahi In Abbas School"
North West,Jigawa,Kaugawa,Marke,Manak Nomadic Primary School
North West,Jigawa,Kaugawa,Marke,"Marke Arewa Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Marke Central Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Marke Yamma Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Turmi Primary School, Turmi"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Bula Tsohuwa Islamiyya Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Dalari Primary School, Dalari"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Dumbari Tarbiyatula Aulad Islamiya Primary School, Dumbari"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Ganuwar Wailawo Nomadic Primary School,  Ganuwar Wailawo"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Kanwar Gamawa Primary School, Kanwar Gamawa"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Kukatankiya Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Lulai Nomadic Primary School, Lulai"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Mallam Isah Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Rakwata Primary School, Rakwata"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Unguwar Jibrin Primary School, Unguwar Jibrin"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Wailare Nomadic Primary School, Wailare"
North West,Jigawa,Kaugawa,Yalo,Dalarin Lungu Primary School
North West,Jigawa,Kaugawa,Yalo,Hayatul Islam Schools
North West,Jigawa,Kaugawa,Yalo,"Kanya Primary School, Kanya-Jae"
North West,Jigawa,Kaugawa,Yalo,Madarasatul Abu Ayyubal Ansari School
North West,Jigawa,Kaugawa,Yalo,Madarasatul Nurul Islammiyya School
North West,Jigawa,Kaugawa,Yalo,Madarasatul Tafsil Quranic School
North West,Jigawa,Kaugawa,Yalo,"Maiganji Nomadic Primary School, Maiganji"
North West,Jigawa,Kaugawa,Yalo,"Rangyana Primary School, Rangyana"
North West,Jigawa,Kaugawa,Yalo,Takalafiya Nomadic Primary School
North West,Jigawa,Kaugawa,Yalo,"Yalo Primary School, Yalo"
North West,Jigawa,Kaugawa,Yalo,"Yalwa Atu Nomadicprimary School, Yalwa Atu"
North West,Jigawa,Kazaure,Ba'Auzini,Alla Raya Nursery And Primary
North West,Jigawa,Kazaure,Ba'Auzini,"Bandutse Primary School, Bandutse"
North West,Jigawa,Kazaure,Ba'Auzini,"Daurawar Kalanguna Primary School, Daurawan Kalaguna"
North West,Jigawa,Kazaure,Ba'Auzini,"Gezoji Primary School, Gezoji"
North West,Jigawa,Kazaure,Ba'Auzini,"Kudu Pilot Sm Primary School, Kazaure"
North West,Jigawa,Kazaure,Ba'Auzini,Nassara Nursery And  Primary School
North West,Jigawa,Kazaure,Ba'Auzini,Ummul Muminina Aisha Intl School
North West,Jigawa,Kazaure,Daba,Daba Dabaza Nomadic Primary School
North West,Jigawa,Kazaure,Daba,"Daba Primary School, Daba"
North West,Jigawa,Kazaure,Daba,Gidan Gona Primary School
North West,Jigawa,Kazaure,Daba,"Kurfi Primary School, Kurfi"
North West,Jigawa,Kazaure,Daba,Poly Staff Nursery &Amp; Primary
North West,Jigawa,Kazaure,Daba,"Ummul Salim Women Islammiya Bankiprimary School, Kazaure"
North West,Jigawa,Kazaure,Dabaza,Al Iman Nursery &Amp; Primary School
North West,Jigawa,Kazaure,Dabaza,Belas  Primary School
North West,Jigawa,Kazaure,Dabaza,"Dabaza Primary School, Dabaza"
North West,Jigawa,Kazaure,Dabaza,"Dunguyawa Primary School, Dunguyawa"
North West,Jigawa,Kazaure,Dabaza,"Jamaar Magaji Primary School, Jamaar Magaji"
North West,Jigawa,Kazaure,Dabaza,"Kwankwarami Primary School, Kwankwarami"
North West,Jigawa,Kazaure,Dabaza,Wadata King Academy
North West,Jigawa,Kazaure,Dandi,"Dandi Primary School, Dandi"
North West,Jigawa,Kazaure,Dandi,"Gezoji Nomadic Primary School, Dandi"
North West,Jigawa,Kazaure,Dandi,"Janbulo Islammiya Primary School, Kazaure"
North West,Jigawa,Kazaure,Dandi,Madarasatul Fittyatul Kahfi
North West,Jigawa,Kazaure,Dandi,Saminu Turaki Elementary School
North West,Jigawa,Kazaure,Dandi,"Walawa Islamiya Primary School, Kazaure"
North West,Jigawa,Kazaure,Gada,Daurawa Gada Primary School
North West,Jigawa,Kazaure,Gada,"Gada Primary School, Gada"
North West,Jigawa,Kazaure,Gada,"Maigero Primary School, Maigero"
North West,Jigawa,Kazaure,Gada,Shamila International College Kazaure
North West,Jigawa,Kazaure,Gada,Sheik Jafar Mahmud Adam Tahfizul Quran Junior Secendary School
North West,Jigawa,Kazaure,Gada,"Zainab Islammiya Primary School, Zainab"
North West,Jigawa,Kazaure,Kanti,"Kanti Primary School, Kazaure"
North West,Jigawa,Kazaure,Kanti,Madrisatu Ummu Afnan Islamiyya Kanti
North West,Jigawa,Kazaure,Kanti,"Quranic Science Primary School, Kanti Kazaure"
North West,Jigawa,Kazaure,Kanti,School For The Interllectual Disablity
North West,Jigawa,Kazaure,Kanti,St Peter Acadamic
North West,Jigawa,Kazaure,Kanti,Tsangayar Malam Isah Kanti
North West,Jigawa,Kazaure,Maradawa,"Badori Nomadic Primary School, Badori"
North West,Jigawa,Kazaure,Maradawa,"Bodayal Primary School, Bodayal"
North West,Jigawa,Kazaure,Maradawa,Dogal Nomadic Primary School School
North West,Jigawa,Kazaure,Maradawa,Fggc Staff School Nursery &Amp; Primary
North West,Jigawa,Kazaure,Maradawa,"Karaftayi Primary School, Karaftayi"
North West,Jigawa,Kazaure,Maradawa,"Mayaki Girls Islamiya Primary School, Mayaki"
North West,Jigawa,Kazaure,Maradawa,Tudun Wayo Primary School
North West,Jigawa,Kazaure,Sabaru,"Fuddiya Islamiyya, Tahfiz, Nursery And Primary School"
North West,Jigawa,Kazaure,Sabaru,Gallu Primary School
North West,Jigawa,Kazaure,Sabaru,Gidan Sarki Night Islamyya Primary School
North West,Jigawa,Kazaure,Sabaru,"Katsinawa Primary School, Katsinawa"
North West,Jigawa,Kazaure,Sabaru,"Sabaru Primary School, Sabaru"
North West,Jigawa,Kazaure,Sabaru,Sabuwar Jawo Primary School
North West,Jigawa,Kazaure,Unguwar Arewa,"Arewa Science Maths Primary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Arewa,Kafin Chiroma Primary School
North West,Jigawa,Kazaure,Unguwar Arewa,Madrasatul Khalil Kusiri
North West,Jigawa,Kazaure,Unguwar Arewa,"Shagari Primary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Arewa,"Unguwar Yarima Primary School, Unguwar Yarima"
North West,Jigawa,Kazaure,Unguwar Gabas,Isyaku Babuji Islamiyya  Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Kayoso Nursery And Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Model Boarding Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Smart Science Acadamic
North West,Jigawa,Kazaure,Unguwar Gabas,"Todarya Primary School, Todarya"
North West,Jigawa,Kazaure,Unguwar Gabas,Tsangayar Gidan Liman
North West,Jigawa,Kazaure,Unguwar Yamma,"Ballami Primary School, Bamalli"
North West,Jigawa,Kazaure,Unguwar Yamma,Daurawa Maigero Nomadic Primary School
North West,Jigawa,Kazaure,Unguwar Yamma,"Gandun Galadanchiprimary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Yamma,Kazaure International Academy
North West,Jigawa,Kazaure,Unguwar Yamma,Model Day Primary School Kazaure
North West,Jigawa,Kazaure,Unguwar Yamma,"Tsedau Primary School, Tsedau"
North West,Jigawa,Kirikasamma,Baturiya,"Baturiya Islamiyya Primary School, Baturiya"
North West,Jigawa,Kirikasamma,Baturiya,Dilyari Nomadic Primary Schoolm
North West,Jigawa,Kirikasamma,Baturiya,"Gabta Primary School, Gabta"
North West,Jigawa,Kirikasamma,Baturiya,"Gilakochini Primary School, Golakochi"
North West,Jigawa,Kirikasamma,Baturiya,"Jamaar Jiyan Nomadic Primary School, Jamaar Jiyan"
North West,Jigawa,Kirikasamma,Baturiya,"Kabak Islamiyya Primary School, Kabak"
North West,Jigawa,Kirikasamma,Baturiya,"Kuit Primary School, Kuit Village"
North West,Jigawa,Kirikasamma,Baturiya,"Marawaji Nomadic Primary School, Marawaji"
North West,Jigawa,Kirikasamma,Baturiya,"Meleri Nomadic Primary School, Meleri"
North West,Jigawa,Kirikasamma,Baturiya,Tage Primary School
North West,Jigawa,Kirikasamma,Baturiya,"Yabal Nomadic Primary School, Yabal"
North West,Jigawa,Kirikasamma,Bulunchai,"Buluncheri Primary School, Bulunchai"
North West,Jigawa,Kirikasamma,Bulunchai,"Dilmari Primary School, Dilmari"
North West,Jigawa,Kirikasamma,Bulunchai,Gadari Primary School Islamiyya
North West,Jigawa,Kirikasamma,Bulunchai,Garin Turaki Nomadic Pri Sch
North West,Jigawa,Kirikasamma,Bulunchai,"Gishinawo Primary School, Gishinawo"
North West,Jigawa,Kirikasamma,Bulunchai,"Jarmari Primary School, Jarmari"
North West,Jigawa,Kirikasamma,Bulunchai,"Kabak Primary School, Kabak"
North West,Jigawa,Kirikasamma,Bulunchai,"Kuka Dabu Primary School, Kukadabu"
North West,Jigawa,Kirikasamma,Bulunchai,Maguwa Islamiya Primary School
North West,Jigawa,Kirikasamma,Bulunchai,Masama Islamiyya Primary School
North West,Jigawa,Kirikasamma,Bulunchai,"Rigar A. Abdu Nomadic Primary School, Rigar Alhaji Abdu"
North West,Jigawa,Kirikasamma,Bulunchai,"Tandanu Primary School, Tandanu"
North West,Jigawa,Kirikasamma,Doleri,"Doleri Primary School, Doleri"
North West,Jigawa,Kirikasamma,Doleri,"Ganga Biyuwa Primary School, Ganga Bitua"
North West,Jigawa,Kirikasamma,Doleri,"Gudari Nomadic Primary School, Gudari"
North West,Jigawa,Kirikasamma,Doleri,Gumawa Islamiyya Primary School
North West,Jigawa,Kirikasamma,Doleri,Jibori Primary School
North West,Jigawa,Kirikasamma,Doleri,"Kaiwari Nomadic Primary School, Kaiwari"
North West,Jigawa,Kirikasamma,Doleri,Katuntun Nomadic Primary School
North West,Jigawa,Kirikasamma,Doleri,"Kuradige Primary School, Kuradige"
North West,Jigawa,Kirikasamma,Doleri,"Matara Alhazai Islamiyya Primary School, Matarar Alhazai"
North West,Jigawa,Kirikasamma,Doleri,"Ruba Nomadic Primary School, Rubba"
North West,Jigawa,Kirikasamma,Doleri,"Tasheguwa Guwa Primary School, Tasheguwa"
North West,Jigawa,Kirikasamma,Fandum,"Fandum Fulani Nomadic Primary School, Fandum Fulani"
North West,Jigawa,Kirikasamma,Fandum,"Fandum Primary School, Fandum"
North West,Jigawa,Kirikasamma,Fandum,"Ganji Islamiyya Primary School, Ganji"
North West,Jigawa,Kirikasamma,Fandum,"Ilalla Primary School, Ilalla"
North West,Jigawa,Kirikasamma,Fandum,"Jiyan Islamiyya Primary School, Jiyan"
North West,Jigawa,Kirikasamma,Fandum,"Kalgeri Primary School, Kalgeri"
North West,Jigawa,Kirikasamma,Fandum,Kwanar Bazawarai Nomadic Primaryprimary School
North West,Jigawa,Kirikasamma,Fandum,"Likori Primary School, Likori"
North West,Jigawa,Kirikasamma,Fandum,Malori  Primary School
North West,Jigawa,Kirikasamma,Fandum,"Matarami Nomadic Primary School, Matarami"
North West,Jigawa,Kirikasamma,Fandum,Sabon Gari Islamiya Primary School
North West,Jigawa,Kirikasamma,Fandum,Tsagayar Mal. Amiru
North West,Jigawa,Kirikasamma,Gayin,Gayin Gana Islamiya Primary School
North West,Jigawa,Kirikasamma,Gayin,"Gayin Isl. Primary School, Gayin"
North West,Jigawa,Kirikasamma,Gayin,"Gayin Primary School, Gayin"
North West,Jigawa,Kirikasamma,Gayin,"Jiyan Primary School, Jiyan"
North West,Jigawa,Kirikasamma,Gayin,"Katabji Primary School, Katabji"
North West,Jigawa,Kirikasamma,Gayin,Lohonga Nomadic Primary School
North West,Jigawa,Kirikasamma,Gayin,"M/Galadima Islamiyya Primary School, Matarar Galadima"
North West,Jigawa,Kirikasamma,Gayin,"Matarar Galadima Primary School, Matarar Galadima"
North West,Jigawa,Kirikasamma,Gayin,"Sawon Gabas Primary School, Sawon Gabas"
North West,Jigawa,Kirikasamma,Gayin,Sunamu Munzarau Nomadic  Primary School
North West,Jigawa,Kirikasamma,Gayin,"Tsamiyya Goma Nomadic Primary School, Tsamiyya Goma"
North West,Jigawa,Kirikasamma,Kirika Samma,"Barmaguwa Primary School, Barmaguwa"
North West,Jigawa,Kirikasamma,Kirika Samma,"Baushe Nomadic Primary School, Baushe"
North West,Jigawa,Kirikasamma,Kirika Samma,"Dolen Doddori Primary School, Dolen Doddori"
North West,Jigawa,Kirikasamma,Kirika Samma,"Garin Ando Primary School, Garin Ando"
North West,Jigawa,Kirikasamma,Kirika Samma,"Iyo Primary School, Iyo"
North West,Jigawa,Kirikasamma,Kirika Samma,"Jodade Nomadic Primary School, Jodade"
North West,Jigawa,Kirikasamma,Kirika Samma,"Kiramisau Primary School, Kiramisau"
North West,Jigawa,Kirikasamma,Kirika Samma,"M/Malunta Primary School, Matara Malunta"
North West,Jigawa,Kirikasamma,Kirika Samma,"Matarar Ganji Primary School, Matarar Ganji"
North West,Jigawa,Kirikasamma,Kirika Samma,"Sawon Yamma Primary School, Sawon Yamma"
North West,Jigawa,Kirikasamma,Kirika Samma,Tsangaya Boarding Primary School Turabu
North West,Jigawa,Kirikasamma,Kirika Samma,Tsangaya Malam Muhammadu
North West,Jigawa,Kirikasamma,Madachi,Imamu Anas Islamiyya Madachi
North West,Jigawa,Kirikasamma,Madachi,Irshadul Subyan Litahizul Quran Madachi
North West,Jigawa,Kirikasamma,Madachi,"Madachi Islamiyya Primary School, Madachi"
North West,Jigawa,Kirikasamma,Madachi,"Madachi Primary School, Madachi"
North West,Jigawa,Kirikasamma,Madachi,Malja Us Sunnah Islamiyya
North West,Jigawa,Kirikasamma,Madachi,"Matarar Gari Gana Primary School, Matarar Gari Gana"
North West,Jigawa,Kirikasamma,Madachi,Sarkin Dawaki Comprehensive Primary School
North West,Jigawa,Kirikasamma,Madachi,Suga Islamiya Primary School
North West,Jigawa,Kirikasamma,Madachi,"Turabu Islamiyya Primary School, Turabu"
North West,Jigawa,Kirikasamma,Marma,Doddori Primary School
