"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated","median_time_to_matriculation_years"
"2021/2022","Female","disabled","WAEC","College of Education","state","Delta","South South","Delta","","","","458","456","293","102","104","0","2","163","191","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Edo","South South","Edo","","","","597","592","341","112","124","0","5","251","229","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Rivers","South South","Rivers","","","","585","579","315","91","96","0","6","264","224","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Ekiti","South West","Ekiti","","","","676","672","379","117","118","0","4","293","262","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Lagos","South West","Lagos","","","","558","549","339","99","108","0","9","210","240","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Ogun","South West","Ogun","","","","711","705","489","156","165","0","6","216","333","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Ondo","South West","Ondo","","","","473","471","315","91","101","0","2","156","224","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Osun","South West","Osun","","","","350","349","221","75","75","4","1","128","146","4","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","College of Education","state","Oyo","South West","Oyo","","","","750","744","431","144","151","0","6","313","287","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Benue","North Central","Benue","","","","587","580","390","123","130","0","7","190","266","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","604","597","352","117","125","0","7","245","235","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Kogi","North Central","Kogi","","","","547","541","285","91","95","0","6","256","194","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Kwara","North Central","Kwara","","","","620","618","348","110","110","0","2","270","238","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Nasarawa","North Central","Nasarawa","","","","424","422","268","85","94","0","2","154","183","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Niger","North Central","Niger","","","","521","518","365","113","124","0","3","153","252","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Plateau","North Central","Plateau","","","","509","506","341","91","100","0","3","165","250","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Adamawa","North East","Adamawa","","","","547","541","355","101","102","0","6","186","254","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Bauchi","North East","Bauchi","","","","317","317","188","56","60","0","0","129","133","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Borno","North East","Borno","","","","545","541","291","94","96","0","4","250","197","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Gombe","North East","Gombe","","","","469","467","263","72","78","0","2","204","191","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Taraba","North East","Taraba","","","","544","539","339","112","116","0","5","200","227","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Yobe","North East","Yobe","","","","500","498","339","105","126","0","2","159","234","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Jigawa","North West","Jigawa","","","","524","518","348","108","113","0","6","170","240","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Kaduna","North West","Kaduna","","","","296","292","191","68","75","0","4","101","124","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Kano","North West","Kano","","","","638","626","368","102","104","0","12","258","266","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Katsina","North West","Katsina","","","","565","557","296","95","99","0","8","261","201","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Kebbi","North West","Kebbi","","","","441","440","243","84","92","0","1","197","159","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Sokoto","North West","Sokoto","","","","418","414","251","77","85","0","4","163","174","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Zamfara","North West","Zamfara","","","","514","509","338","108","115","0","5","171","231","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Abia","South East","Abia","","","","472","467","327","112","112","0","5","140","215","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Anambra","South East","Anambra","","","","429","424","278","90","99","0","5","146","188","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Ebonyi","South East","Ebonyi","","","","409","408","237","78","80","0","1","171","158","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Enugu","South East","Enugu","","","","780","769","416","137","137","0","11","353","279","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Imo","South East","Imo","","","","625","618","350","127","141","0","7","268","223","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Akwa Ibom","South South","Akwa Ibom","","","","428","427","272","74","82","0","1","155","198","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Bayelsa","South South","Bayelsa","","","","441","440","304","104","104","0","1","136","200","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Cross River","South South","Cross River","","","","543","540","374","125","128","0","3","166","249","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Delta","South South","Delta","","","","706","700","454","142","145","0","6","246","312","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Edo","South South","Edo","","","","351","350","202","63","73","0","1","148","139","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Rivers","South South","Rivers","","","","704","690","374","103","112","0","14","316","271","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Ekiti","South West","Ekiti","","","","283","283","159","48","48","0","0","124","111","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Lagos","South West","Lagos","","","","1033","1016","639","179","192","5","17","377","460","5","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Ogun","South West","Ogun","","","","547","542","373","104","113","0","5","169","269","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Ondo","South West","Ondo","","","","570","567","393","103","116","0","3","174","290","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Osun","South West","Osun","","","","591","588","381","110","117","0","3","207","271","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","Polytechnic","state","Oyo","South West","Oyo","","","","377","373","219","72","71","4","4","154","147","4","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Benue","North Central","Benue","","","","512","507","328","105","111","0","5","179","223","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","342","342","190","74","79","0","0","152","116","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Kogi","North Central","Kogi","","","","732","722","393","122","130","0","10","329","271","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Kwara","North Central","Kwara","","","","561","555","310","103","103","0","6","245","207","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Nasarawa","North Central","Nasarawa","","","","444","442","275","79","95","0","2","167","196","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Niger","North Central","Niger","","","","509","506","358","124","134","0","3","148","235","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Plateau","North Central","Plateau","","","","652","647","450","131","141","0","5","197","319","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Adamawa","North East","Adamawa","","","","644","637","403","113","113","0","7","234","290","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Bauchi","North East","Bauchi","","","","493","491","280","95","105","0","2","211","186","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Borno","North East","Borno","","","","542","540","294","102","103","0","2","246","192","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Gombe","North East","Gombe","","","","315","313","171","58","64","0","2","142","113","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Taraba","North East","Taraba","","","","307","303","188","65","65","0","4","115","123","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Yobe","North East","Yobe","","","","424","422","288","86","101","0","2","134","202","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Jigawa","North West","Jigawa","","","","545","538","371","133","139","0","7","167","238","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Kaduna","North West","Kaduna","","","","827","816","533","189","213","0","11","283","344","0","1.5238268240993036"
"2021/2022","Female","disabled","WAEC","University","state","Kano","North West","Kano","","","","794","783","458","136","144","0","11","325","322","0","1.5238268240993036"
