session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,all,NECO,1-year,College of Education,state,Anambra,South East,Anambra,,,,0,1920,1296,519,449,73,0,624,777,73,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,794,483,186,166,24,0,311,297,24,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Enugu,South East,Enugu,,,,0,1486,831,328,280,50,0,655,503,50,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Imo,South East,Imo,,,,0,1580,918,351,306,49,0,662,567,49,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1482,959,348,308,42,0,523,611,42,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,1802,1251,437,373,66,0,551,814,66,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Cross River,South South,Cross River,,,,0,1394,1026,412,355,59,0,368,614,59,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Delta,South South,Delta,,,,0,1319,880,306,271,41,0,439,574,41,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Edo,South South,Edo,,,,0,1828,1101,382,336,50,0,727,719,50,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Rivers,South South,Rivers,,,,0,1657,922,360,328,39,0,735,562,39,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,1865,1135,439,377,65,0,730,696,65,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Lagos,South West,Lagos,,,,0,1495,983,342,299,45,0,512,641,45,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Ogun,South West,Ogun,,,,0,2204,1578,517,482,46,0,626,1061,46,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Ondo,South West,Ondo,,,,0,1463,1043,368,349,31,0,420,675,31,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Osun,South West,Osun,,,,0,1190,783,291,253,42,0,407,492,42,1.5
2022/2023,Female,all,NECO,1-year,College of Education,state,Oyo,South West,Oyo,,,,0,2401,1457,573,495,81,0,944,884,81,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Benue,North Central,Benue,,,,0,1686,1135,422,386,46,0,551,713,46,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1737,1050,366,318,52,0,687,684,52,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,1502,843,288,259,31,0,659,555,31,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,1914,1118,419,377,50,0,796,699,50,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,1282,821,317,298,26,0,461,504,26,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Niger,North Central,Niger,,,,0,1495,1075,361,317,45,0,420,714,45,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,1383,990,361,319,49,0,393,629,49,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,1445,988,375,345,41,0,457,613,36,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,931,570,211,181,37,0,361,359,37,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Borno,North East,Borno,,,,0,1510,876,296,283,23,0,634,580,23,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,1465,861,332,312,32,0,604,529,32,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,1694,1115,406,351,60,0,579,709,60,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,1602,1136,389,346,49,0,466,747,49,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,1509,1069,367,321,53,0,440,702,53,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,936,631,213,186,30,0,305,418,30,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Kano,North West,Kano,,,,0,1728,1038,326,286,46,0,690,712,46,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,1665,958,340,298,44,0,707,618,44,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,1416,828,313,282,34,0,588,515,34,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,1188,767,293,270,32,0,421,474,32,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,1565,1134,394,373,30,0,431,740,30,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Abia,South East,Abia,,,,0,1308,953,387,361,35,0,355,566,35,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,1359,899,350,299,54,0,460,549,54,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,1231,771,290,264,28,0,460,481,28,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,2052,1168,451,398,60,0,884,717,60,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Imo,South East,Imo,,,,0,1650,982,383,334,55,0,668,599,55,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1381,883,332,288,46,0,498,551,46,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,1270,910,306,278,32,0,360,604,32,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,1668,1206,486,439,54,0,462,720,54,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Delta,South South,Delta,,,,0,1916,1300,473,404,73,0,616,827,73,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Edo,South South,Edo,,,,0,1191,707,245,223,25,0,484,462,24,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,1949,1091,413,375,46,0,858,678,46,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,852,505,190,166,26,0,347,315,26,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,3235,2096,725,647,78,0,1139,1371,78,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,1555,1119,382,339,49,0,436,737,49,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,1805,1307,516,462,61,0,498,791,61,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Osun,South West,Osun,,,,0,1637,1094,408,370,46,0,543,686,46,1.5
2022/2023,Female,all,NECO,1-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,1052,627,255,196,59,0,425,372,59,1.5
2022/2023,Female,all,NECO,1-year,University,state,Benue,North Central,Benue,,,,0,1506,1027,371,351,33,0,479,656,33,1.5
2022/2023,Female,all,NECO,1-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1237,762,241,219,25,0,475,521,25,1.5
2022/2023,Female,all,NECO,1-year,University,state,Kogi,North Central,Kogi,,,,0,2005,1125,382,346,44,0,880,743,44,1.5
2022/2023,Female,all,NECO,1-year,University,state,Kwara,North Central,Kwara,,,,0,1717,1006,378,331,50,0,711,628,50,1.5
2022/2023,Female,all,NECO,1-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,1365,873,321,300,30,0,492,552,30,1.5
2022/2023,Female,all,NECO,1-year,University,state,Niger,North Central,Niger,,,,0,1501,1069,365,333,36,0,432,704,36,1.5
2022/2023,Female,all,NECO,1-year,University,state,Plateau,North Central,Plateau,,,,0,1914,1395,498,439,65,0,519,897,65,1.5
2022/2023,Female,all,NECO,1-year,University,state,Adamawa,North East,Adamawa,,,,0,1730,1178,434,389,53,0,552,744,53,1.5
2022/2023,Female,all,NECO,1-year,University,state,Bauchi,North East,Bauchi,,,,0,1499,911,301,282,31,0,588,610,31,1.5
2022/2023,Female,all,NECO,1-year,University,state,Borno,North East,Borno,,,,0,1475,838,296,275,31,0,637,542,31,1.5
2022/2023,Female,all,NECO,1-year,University,state,Gombe,North East,Gombe,,,,0,988,574,227,212,23,0,414,347,23,1.5
2022/2023,Female,all,NECO,1-year,University,state,Taraba,North East,Taraba,,,,0,956,604,218,189,31,0,352,386,31,1.5
2022/2023,Female,all,NECO,1-year,University,state,Yobe,North East,Yobe,,,,0,1268,897,315,272,47,0,371,582,47,1.5
2022/2023,Female,all,NECO,1-year,University,state,Jigawa,North West,Jigawa,,,,0,1519,1101,375,319,60,0,418,726,60,1.5
2022/2023,Female,all,NECO,1-year,University,state,Kaduna,North West,Kaduna,,,,0,2733,1824,621,572,62,0,909,1203,62,1.5
2022/2023,Female,all,NECO,1-year,University,state,Kano,North West,Kano,,,,0,2223,1387,494,423,75,0,836,893,75,1.5
2022/2023,Female,all,NECO,1-year,University,state,Katsina,North West,Katsina,,,,0,1560,879,291,256,41,0,681,588,41,1.5
2022/2023,Female,all,NECO,1-year,University,state,Kebbi,North West,Kebbi,,,,0,1928,1138,426,372,55,0,790,712,55,1.5
2022/2023,Female,all,NECO,1-year,University,state,Sokoto,North West,Sokoto,,,,0,2209,1429,515,482,55,0,780,914,55,1.5
2022/2023,Female,all,NECO,1-year,University,state,Zamfara,North West,Zamfara,,,,0,1282,915,332,290,47,0,367,583,47,1.5
2022/2023,Female,all,NECO,1-year,University,state,Abia,South East,Abia,,,,0,1564,1124,417,372,50,0,440,707,50,1.5
2022/2023,Female,all,NECO,1-year,University,state,Anambra,South East,Anambra,,,,0,1778,1206,475,405,71,0,572,731,71,1.5
2022/2023,Female,all,NECO,1-year,University,state,Ebonyi,South East,Ebonyi,,,,0,2193,1342,516,456,66,0,851,826,66,1.5
2022/2023,Female,all,NECO,1-year,University,state,Enugu,South East,Enugu,,,,0,1283,719,278,254,30,0,564,441,30,1.5
2022/2023,Female,all,NECO,1-year,University,state,Imo,South East,Imo,,,,0,1548,913,358,329,32,0,635,555,32,1.5
2022/2023,Female,all,NECO,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1844,1209,420,388,36,0,635,789,36,1.5
2022/2023,Female,all,NECO,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,610,435,149,132,18,0,175,286,18,1.5
2022/2023,Female,all,NECO,1-year,University,state,Cross River,South South,Cross River,,,,0,1281,894,340,297,47,0,387,554,47,1.5
2022/2023,Female,all,NECO,1-year,University,state,Delta,South South,Delta,,,,0,1293,869,315,276,42,0,424,554,42,1.5
2022/2023,Female,all,NECO,1-year,University,state,Edo,South South,Edo,,,,0,1959,1188,374,347,36,0,771,814,35,1.5
2022/2023,Female,all,NECO,1-year,University,state,Rivers,South South,Rivers,,,,0,1726,972,398,359,46,0,754,574,46,1.5
2022/2023,Female,all,NECO,1-year,University,state,Ekiti,South West,Ekiti,,,,0,1452,842,316,273,44,0,610,526,44,1.5
2022/2023,Female,all,NECO,1-year,University,state,Lagos,South West,Lagos,,,,0,2815,1834,664,552,113,0,981,1170,113,1.5
2022/2023,Female,all,NECO,1-year,University,state,Ogun,South West,Ogun,,,,0,1202,836,272,249,29,0,366,564,29,1.5
2022/2023,Female,all,NECO,1-year,University,state,Ondo,South West,Ondo,,,,0,1459,1048,386,354,38,0,411,662,38,1.5
2022/2023,Female,all,NECO,1-year,University,state,Osun,South West,Osun,,,,0,1567,1063,404,376,36,0,504,659,36,1.5
2022/2023,Female,all,NECO,1-year,University,state,Oyo,South West,Oyo,,,,0,2032,1209,440,393,49,0,823,769,49,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Benue,North Central,Benue,,,,0,1057,714,264,226,42,0,343,450,42,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1318,806,272,234,39,0,512,534,39,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,1005,579,208,175,38,0,426,371,38,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,876,511,179,160,24,0,365,332,24,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,996,651,246,224,30,0,345,405,30,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Niger,North Central,Niger,,,,0,1222,864,311,261,50,0,358,553,50,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,897,646,237,213,32,0,251,409,32,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,954,634,229,213,28,0,320,405,27,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,1194,725,241,226,31,0,469,484,31,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Borno,North East,Borno,,,,0,870,484,168,154,23,0,386,316,23,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,1068,624,246,198,53,0,444,378,53,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,1221,791,289,249,43,0,430,502,43,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,856,602,189,166,27,0,254,413,27,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,1075,788,302,266,45,0,287,486,45,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,1457,986,347,291,63,0,471,639,63,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Kano,North West,Kano,,,,0,1399,848,286,257,33,0,551,562,33,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,1176,675,246,229,28,0,501,429,28,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,760,455,183,158,27,0,305,272,27,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,1033,673,254,232,37,0,360,419,37,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,1307,919,344,292,60,0,388,575,60,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Abia,South East,Abia,,,,0,1181,844,340,287,58,0,337,504,58,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,1193,807,309,269,45,0,386,498,45,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,529,325,121,106,18,0,204,204,18,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Enugu,South East,Enugu,,,,0,940,527,200,174,33,0,413,327,33,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Imo,South East,Imo,,,,0,1004,581,229,204,27,0,423,352,27,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,924,593,221,191,36,0,331,372,36,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,1126,798,276,231,48,0,328,522,48,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,896,654,266,237,34,0,242,388,34,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Delta,South South,Delta,,,,0,840,554,204,159,46,0,286,350,46,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Edo,South South,Edo,,,,0,1182,706,236,201,35,0,476,470,35,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,1022,574,214,200,25,0,448,360,25,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,1190,718,274,242,34,0,472,444,34,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Lagos,South West,Lagos,,,,0,958,614,214,188,30,0,344,400,30,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Ogun,South West,Ogun,,,,0,1404,1004,338,300,41,0,400,666,41,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Ondo,South West,Ondo,,,,0,919,645,246,215,39,0,274,399,39,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Osun,South West,Osun,,,,0,752,492,165,165,10,0,260,327,10,1.5
2022/2023,Female,all,NECO,2-year,College of Education,state,Oyo,South West,Oyo,,,,0,1556,937,369,315,55,0,619,568,55,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Benue,North Central,Benue,,,,0,1064,705,254,221,37,0,359,451,37,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1097,674,225,198,29,0,423,449,29,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,980,541,187,165,29,0,439,354,29,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,1231,709,267,223,49,0,522,442,49,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,808,518,206,182,30,0,290,312,30,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Niger,North Central,Niger,,,,0,945,671,235,190,45,0,274,436,45,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,888,638,224,202,30,0,250,414,30,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,917,628,255,224,39,0,289,373,37,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,575,357,128,112,24,0,218,229,24,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Borno,North East,Borno,,,,0,969,564,192,165,33,0,405,372,33,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,960,571,204,194,23,0,389,367,23,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,1080,693,267,211,59,0,387,426,59,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,999,720,254,203,51,0,279,466,51,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,990,711,235,209,34,0,279,476,34,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,606,403,135,118,19,0,203,268,19,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Kano,North West,Kano,,,,0,1074,657,192,181,12,0,417,465,12,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,1073,609,219,191,34,0,464,390,34,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,899,524,208,164,44,0,375,316,44,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,743,489,168,164,20,0,254,321,20,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,1034,736,267,217,55,0,298,469,55,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Abia,South East,Abia,,,,0,846,619,255,236,27,0,227,364,27,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,846,558,216,191,30,0,288,342,30,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,791,492,194,169,27,0,299,298,27,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,1310,733,280,268,27,0,577,453,27,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Imo,South East,Imo,,,,0,1027,611,253,208,50,0,416,358,50,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,857,557,197,186,21,0,300,360,21,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,806,574,199,168,33,0,232,375,33,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,1060,776,297,271,34,0,284,479,34,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Delta,South South,Delta,,,,0,1221,826,321,276,52,0,395,505,52,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Edo,South South,Edo,,,,0,752,449,155,139,18,0,303,294,18,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,1229,687,261,223,44,0,542,426,44,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,550,324,132,101,31,0,226,192,31,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,2044,1329,491,402,92,0,715,838,92,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,996,712,244,215,33,0,284,468,33,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,1132,825,325,279,53,0,307,500,53,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Osun,South West,Osun,,,,0,1062,705,251,241,23,0,357,454,23,1.5
2022/2023,Female,all,NECO,2-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,665,400,155,121,34,0,265,245,34,1.5
2022/2023,Female,all,NECO,2-year,University,state,Benue,North Central,Benue,,,,0,956,643,231,210,24,0,313,412,24,1.5
2022/2023,Female,all,NECO,2-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,778,472,161,134,28,0,306,311,28,1.5
2022/2023,Female,all,NECO,2-year,University,state,Kogi,North Central,Kogi,,,,0,1275,702,239,223,28,0,573,463,28,1.5
2022/2023,Female,all,NECO,2-year,University,state,Kwara,North Central,Kwara,,,,0,1049,613,231,206,31,0,436,382,31,1.5
2022/2023,Female,all,NECO,2-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,862,553,207,187,29,0,309,346,29,1.5
2022/2023,Female,all,NECO,2-year,University,state,Niger,North Central,Niger,,,,0,952,667,223,195,28,0,285,444,28,1.5
2022/2023,Female,all,NECO,2-year,University,state,Plateau,North Central,Plateau,,,,0,1233,895,308,288,33,0,338,587,33,1.5
2022/2023,Female,all,NECO,2-year,University,state,Adamawa,North East,Adamawa,,,,0,1136,764,266,257,24,0,372,498,23,1.5
2022/2023,Female,all,NECO,2-year,University,state,Bauchi,North East,Bauchi,,,,0,982,595,189,180,23,0,387,406,23,1.5
2022/2023,Female,all,NECO,2-year,University,state,Borno,North East,Borno,,,,0,956,533,192,177,23,0,423,341,23,1.5
2022/2023,Female,all,NECO,2-year,University,state,Gombe,North East,Gombe,,,,0,606,354,133,128,14,0,252,221,14,1.5
