session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,JSS,JSS1,JSS1,145,0,5,2,31.3,0,0.0,29.0,72.5,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,8,2,30.3,0,0.0,33.0,132.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,SSS,SSS1,SSS1,126,0,4,1,32.3,0,0.0,31.5,126.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,273,1,4,3,31.3,0,273.0,68.25,91.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,833,1,19,4,30.3,0,833.0,43.8421,208.25,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,251,1,5,1,32.3,0,251.0,50.2,251.0,1,2,1,2,7,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,15.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,24,0,1,1,15.65,0,0.0,24.0,24.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,JSS,JSS1,JSS1,152,0,3,1,31.3,0,0.0,50.6667,152.0,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,259,0,8,2,30.3,0,0.0,32.375,129.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,SSS,SSS1,SSS1,122,0,3,2,32.3,0,0.0,40.6667,61.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,JSS,JSS1,JSS1,284,1,5,4,31.3,0,284.0,56.8,71.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,826,1,17,19,30.3,0,826.0,48.5882,43.4737,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,SSS,SSS1,SSS1,256,1,4,2,32.3,0,256.0,64.0,128.0,1,2,1,2,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,15.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,16.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,16.15,0,0.0,25.0,25.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,JSS,JSS1,JSS1,145,0,3,1,31.3,0,0.0,48.3333,145.0,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,9,2,30.3,0,0.0,29.3333,132.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,SSS,SSS1,SSS1,126,0,3,2,32.3,0,0.0,42.0,63.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,273,1,4,4,31.3,0,273.0,68.25,68.25,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,833,1,17,20,30.3,0,833.0,49.0,41.65,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,251,1,4,2,32.3,0,251.0,62.75,125.5,1,2,1,2,7,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,15.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,24,0,1,1,15.65,0,0.0,24.0,24.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,JSS,JSS1,JSS1,152,0,3,3,31.3,0,0.0,50.6667,50.6667,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,259,0,8,1,30.3,0,0.0,32.375,259.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,SSS,SSS1,SSS1,122,0,4,2,32.3,0,0.0,30.5,61.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,JSS,JSS1,JSS1,284,1,6,2,31.3,0,284.0,47.3333,142.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,826,1,16,5,30.3,0,826.0,51.625,165.2,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,SSS,SSS1,SSS1,256,1,6,2,32.3,0,256.0,42.6667,128.0,1,2,1,2,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,15.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,16.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,16.15,0,0.0,25.0,25.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,JSS,JSS1,JSS1,145,0,3,2,31.3,0,0.0,48.3333,72.5,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,8,1,30.3,0,0.0,33.0,264.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,SSS,SSS1,SSS1,126,0,4,2,32.3,0,0.0,31.5,63.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,JSS,JSS1,JSS1,273,1,6,1,31.3,0,273.0,45.5,273.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,833,1,16,5,30.3,0,833.0,52.0625,166.6,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,SSS,SSS1,SSS1,251,1,5,2,32.3,0,251.0,50.2,125.5,1,2,1,2,7,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,15.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,JSS,JSS1,JSS1,24,0,1,1,15.65,0,0.0,24.0,24.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,JSS,JSS1,JSS1,95,0,2,1,31.3,0,0.0,47.5,95.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,262,0,10,4,30.3,0,0.0,26.2,65.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,SSS,SSS1,SSS1,104,0,2,1,32.3,0,0.0,52.0,104.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,JSS,JSS1,JSS1,364,1,7,2,31.3,0,364.0,52.0,182.0,2,3,1,3,9,4
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,904,1,15,8,30.3,0,904.0,60.2667,113.0,10,4,2,6,18,7
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,SSS,SSS1,SSS1,303,1,6,4,32.3,0,303.0,50.5,75.75,1,3,1,3,9,3
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,73,1,1,1,15.15,0,73.0,73.0,73.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,SSS,SSS1,SSS1,20,0,1,1,16.15,0,0.0,20.0,20.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,JSS,JSS1,JSS1,91,0,2,1,31.3,0,0.0,45.5,91.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,286,0,11,4,30.3,0,0.0,26.0,71.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,SSS,SSS1,SSS1,107,0,2,1,32.3,0,0.0,53.5,107.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,JSS,JSS1,JSS1,365,1,7,2,31.3,0,365.0,52.1429,182.5,2,3,1,3,9,4
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,884,1,15,8,30.3,0,884.0,58.9333,110.5,9,4,2,6,18,7
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,SSS,SSS1,SSS1,292,1,5,4,32.3,0,292.0,58.4,73.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,JSS,JSS1,JSS1,7,0,1,1,15.65,0,0.0,7.0,7.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,71,1,1,1,15.15,0,71.0,71.0,71.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,SSS,SSS1,SSS1,20,0,1,1,16.15,0,0.0,20.0,20.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,JSS,JSS1,JSS1,95,0,2,1,31.3,0,0.0,47.5,95.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,262,0,6,2,30.3,0,0.0,43.6667,131.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,SSS,SSS1,SSS1,104,0,3,1,32.3,0,0.0,34.6667,104.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Public,JSS,JSS1,JSS1,364,1,6,9,31.3,0,364.0,60.6667,40.4444,2,3,1,3,9,4
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,904,1,16,11,30.3,0,904.0,56.5,82.1818,10,4,2,6,18,7
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Public,SSS,SSS1,SSS1,303,1,8,2,32.3,0,303.0,37.875,151.5,1,3,1,3,9,3
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,73,1,1,1,15.15,0,73.0,73.0,73.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,Disabled,Public,SSS,SSS1,SSS1,20,0,1,1,16.15,0,0.0,20.0,20.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Private,JSS,JSS1,JSS1,91,0,2,1,31.3,0,0.0,45.5,91.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,286,0,6,2,30.3,0,0.0,47.6667,143.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Private,SSS,SSS1,SSS1,107,0,3,1,32.3,0,0.0,35.6667,107.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Public,JSS,JSS1,JSS1,365,1,6,9,31.3,0,365.0,60.8333,40.5556,2,3,1,3,9,4
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,884,1,15,11,30.3,0,884.0,58.9333,80.3636,9,4,2,6,18,7
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,ALL,Public,SSS,SSS1,SSS1,292,1,7,2,32.3,0,292.0,41.7143,146.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Private,JSS,JSS1,JSS1,7,0,1,1,15.65,0,0.0,7.0,7.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,71,1,1,1,15.15,0,71.0,71.0,71.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,Disabled,Public,SSS,SSS1,SSS1,20,0,1,1,16.15,0,0.0,20.0,20.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,ALL,Private,JSS,JSS1,JSS1,95,0,2,1,31.3,0,0.0,47.5,95.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,262,0,9,1,30.3,0,0.0,29.1111,262.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,ALL,Private,SSS,SSS1,SSS1,104,0,3,1,32.3,0,0.0,34.6667,104.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,ALL,Public,JSS,JSS1,JSS1,364,1,8,2,31.3,0,364.0,45.5,182.0,2,3,1,3,9,4
2023/2024,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,904,1,15,18,30.3,0,904.0,60.2667,50.2222,10,4,2,6,18,7
