session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Male,disabled,Non-STEMM,ART,Theatre Arts,7,7
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,64,59
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Male,disabled,STEMM,Computing / ICT,Cyber Security,29,26
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 2,Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,14,12
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 3,Male,disabled,Non-STEMM,ART,Theatre Arts,7,7
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 3,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,64,59
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 3,Male,disabled,STEMM,Computing / ICT,Cyber Security,28,26
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 3,Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,14,12
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,Non-STEMM,ART,Theatre Arts,7,7
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,64,59
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Computing / ICT,Cyber Security,28,26
2023/2024,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,14,12
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,Non-STEMM,Social Sciences,Library and Information Science,27,24
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,1,1
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,5,5
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,STEMM,Technology / ICT,Information Technology,59,54
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,Non-STEMM,Social Sciences,Library and Information Science,26,24
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,5,5
2023/2024,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,STEMM,Technology / ICT,Information Technology,58,54
2023/2024,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,disabled,Non-STEMM,Education,Educational Management,80,74
2023/2024,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,5,5
2023/2024,South West,Ogun,Ijebu Ode,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2023/2024,South West,Ogun,Ijebu Ode,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,Non-STEMM,Social Sciences,Marketing,31,29
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,STEMM,Biological Sciences,Microbiology,44,41
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,7,6
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,1,1
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,Non-STEMM,Social Sciences,Marketing,31,29
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,STEMM,Biological Sciences,Microbiology,44,40
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,7,6
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,1,1
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,Non-STEMM,Social Sciences,Marketing,31,28
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,STEMM,Biological Sciences,Microbiology,44,40
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,6,5
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,1,1
2023/2024,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,disabled,STEMM,Engineering,Computer Engineering,48,45
2023/2024,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,23,21
2023/2024,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,1
2023/2024,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,disabled,Non-STEMM,ART,Theology,13,12
2023/2024,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,disabled,Non-STEMM,Education,Early Childhood Education,48,45
2023/2024,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,4,3
2023/2024,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,3,2
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,Non-STEMM,Social Sciences,Marketing,23,21
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,STEMM,Biological Sciences,Microbiology,44,40
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,7,6
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,0,0
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,Non-STEMM,Social Sciences,Marketing,23,21
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,STEMM,Biological Sciences,Microbiology,44,40
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,7,6
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,0,0
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,Non-STEMM,Social Sciences,Marketing,23,21
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,STEMM,Biological Sciences,Microbiology,43,40
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,6,6
2023/2024,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,0,0
2023/2024,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,disabled,STEMM,Engineering,Computer Engineering,52,48
2023/2024,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,26,23
2023/2024,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,disabled,Non-STEMM,ART,Theology,8,8
2023/2024,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,disabled,Non-STEMM,Education,Early Childhood Education,30,28
2023/2024,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,2,2
2023/2024,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,2,2
2023/2024,South West,Osun,Ede North,School of Health,"School of Nursing, University of Benin, Edo State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,0,0
2023/2024,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2023/2024,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2023/2024,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,STEMM,Engineering,Mechanical Engineering,14,12
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,STEMM,Physical Sciences,Chemistry,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,STEMM,Physical Sciences,Physics,4,4
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,STEMM,Engineering,Mechanical Engineering,13,12
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,STEMM,Physical Sciences,Chemistry,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,STEMM,Physical Sciences,Physics,4,4
2023/2024,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,disabled,Non-STEMM,Education,Primary Education Studies,35,32
2023/2024,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2023/2024,South West,Osun,Ilesha West,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,21,19
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,Non-STEMM,Social Sciences,Psychology,5,5
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Computing / ICT,Cyber Security,7,6
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,0,0
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,2,2
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,21,19
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,Non-STEMM,Social Sciences,Psychology,5,5
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,STEMM,Computing / ICT,Cyber Security,7,6
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,1,1
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,21,19
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,Non-STEMM,Social Sciences,Psychology,5,5
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,STEMM,Computing / ICT,Cyber Security,6,6
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,2,1
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,21,19
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,Non-STEMM,Social Sciences,Psychology,5,5
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,STEMM,Computing / ICT,Cyber Security,6,6
2023/2024,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,1,1
2023/2024,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2023/2024,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,STEMM,Engineering,Mechanical Engineering,17,16
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,STEMM,Physical Sciences,Chemistry,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,STEMM,Physical Sciences,Physics,5,5
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,STEMM,Engineering,Mechanical Engineering,17,16
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,1,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,STEMM,Physical Sciences,Chemistry,2,1
2023/2024,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,STEMM,Physical Sciences,Physics,5,5
2023/2024,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,disabled,Non-STEMM,Education,Primary Education Studies,26,24
2023/2024,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
