session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Mathematics,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Operations Research,14,11,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Science,Chemistry,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Science,Geology,13,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Science,Physics,10,7,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Technology / ICT,Cybersecurity,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Technology / ICT,Data Science,13,12,10
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,all,STEMM,Technology / ICT,Software Engineering,13,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Arts,Law,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Engineering,Chemical Engineering,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Engineering,Civil Engineering,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Actuarial Science,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Science,Chemistry,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Science,Geology,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Science,Physics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Technology / ICT,Data Science,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Female,disabled,STEMM,Technology / ICT,Software Engineering,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Arts,Law,18,15,13
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Insurance,14,11,11
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Communication / Media,Broadcasting,11,9,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,10,7,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Communication / Media,Public Relations,12,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Social Sciences,Accounting,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Social Sciences,Business Administration,11,9,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Social Sciences,Mass Communication,9,7,6
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,Non-STEMM,Social Sciences,Public Administration,11,9,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Engineering,Chemical Engineering,12,10,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Engineering,Civil Engineering,9,7,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,9,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Engineering,Petroleum Engineering,12,9,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Actuarial Science,12,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,11,9,8
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Mathematics,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Operations Research,14,11,10
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Science,Chemistry,11,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Science,Geology,12,10,10
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Science,Physics,10,8,7
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Technology / ICT,Cybersecurity,12,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Technology / ICT,Data Science,14,12,11
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,all,STEMM,Technology / ICT,Software Engineering,12,10,9
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Arts,Law,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Engineering,Chemical Engineering,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Engineering,Civil Engineering,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Actuarial Science,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Science,Chemistry,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Science,Geology,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Science,Physics,2,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Technology / ICT,Data Science,1,1,1
2023/2024,North East,Adamawa,Yola South,Polytechnic,Adamawa State Polytechnic,Male,disabled,STEMM,Technology / ICT,Software Engineering,2,1,1
2023/2024,North East,Bauchi,Alkaleri,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,7,6,5
2023/2024,North East,Bauchi,Alkaleri,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Communication / Media,Public Relations,5,5,4
2023/2024,North East,Bauchi,Alkaleri,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Education,Primary Education Studies,11,9,9
2023/2024,North East,Bauchi,Alkaleri,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Psychology,7,6,5
2023/2024,North East,Bauchi,Alkaleri,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Public Administration,9,8,7
2023/2024,North East,Bauchi,Alkaleri,Polytechnic,Bauchi State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Insurance,16,13,12
2023/2024,North East,Bauchi,Alkaleri,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,10,9,7
2023/2024,North East,Bauchi,Alkaleri,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,11,9,8
2023/2024,North East,Bauchi,Alkaleri,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Science,Geology,13,10,9
2023/2024,North East,Bauchi,Alkaleri,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Technology / ICT,Cybersecurity,10,8,7
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,12,10,9
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Communication / Media,Public Relations,14,11,10
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Education,Educational Technology,12,10,8
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Languages,English Language,10,8,7
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Social Sciences,Economics,11,10,8
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Engineering,Petroleum Engineering,14,11,10
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Mathematics / Statistics,Operations Research,14,13,12
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,11,9,8
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Science,Chemistry,12,9,8
2023/2024,North East,Bauchi,Alkaleri,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Technology / ICT,Information Technology,11,9,8
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Communication / Media,Public Relations,2,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Education,Primary Education Studies,2,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Psychology,1,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Communication / Media,Public Relations,2,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Education,Primary Education Studies,2,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2023/2024,North East,Bauchi,Bauchi,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Science,Geology,1,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Technology / ICT,Cybersecurity,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,2,1,1
2023/2024,North East,Bauchi,Bauchi,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Science,Geology,1,1,1
