zone,state,lga,ward,school
North West,Jigawa,Kaugawa,Marke,"Madaratul Ihya Us-Sunnah , Abdullahi In Abbas School"
North West,Jigawa,Kaugawa,Marke,Manak Nomadic Primary School
North West,Jigawa,Kaugawa,Marke,"Marke Arewa Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Marke Central Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Marke Yamma Primary School, Marke"
North West,Jigawa,Kaugawa,Marke,"Turmi Primary School, Turmi"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Bula Tsohuwa Islamiyya Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Dalari Primary School, Dalari"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Dumbari Tarbiyatula Aulad Islamiya Primary School, Dumbari"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Ganuwar Wailawo Nomadic Primary School,  Ganuwar Wailawo"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Junior Secondary School, Jae"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Junior Secondary School, Unguwar Jibrin"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Kanwar Gamawa Primary School, Kanwar Gamawa"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Kukatankiya Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Lulai Nomadic Primary School, Lulai"
North West,Jigawa,Kaugawa,Unguwar Jibrin,Mallam Isah Primary School
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Rakwata Primary School, Rakwata"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Unguwar Jibrin Primary School, Unguwar Jibrin"
North West,Jigawa,Kaugawa,Unguwar Jibrin,"Wailare Nomadic Primary School, Wailare"
North West,Jigawa,Kaugawa,Yalo,Dalarin Lungu Primary School
North West,Jigawa,Kaugawa,Yalo,Hayatul Islam Schools
North West,Jigawa,Kaugawa,Yalo,"Junior Secondary School, Sharkawa"
North West,Jigawa,Kaugawa,Yalo,"Junior Secondary School, Yalo"
North West,Jigawa,Kaugawa,Yalo,"Kanya Primary School, Kanya-Jae"
North West,Jigawa,Kaugawa,Yalo,Madarasatul Abu Ayyubal Ansari School
North West,Jigawa,Kaugawa,Yalo,Madarasatul Nurul Islammiyya School
North West,Jigawa,Kaugawa,Yalo,Madarasatul Tafsil Quranic School
North West,Jigawa,Kaugawa,Yalo,"Maiganji Nomadic Primary School, Maiganji"
North West,Jigawa,Kaugawa,Yalo,"Rangyana Primary School, Rangyana"
North West,Jigawa,Kaugawa,Yalo,Takalafiya Nomadic Primary School
North West,Jigawa,Kaugawa,Yalo,"Yalo Primary School, Yalo"
North West,Jigawa,Kaugawa,Yalo,"Yalwa Atu Nomadicprimary School, Yalwa Atu"
North West,Jigawa,Kazaure,Ba'Auzini,Alla Raya Nursery And Primary
North West,Jigawa,Kazaure,Ba'Auzini,"Bandutse Primary School, Bandutse"
North West,Jigawa,Kazaure,Ba'Auzini,"Daurawar Kalanguna Primary School, Daurawan Kalaguna"
North West,Jigawa,Kazaure,Ba'Auzini,"Gezoji Primary School, Gezoji"
North West,Jigawa,Kazaure,Ba'Auzini,"Junior Model Boarding Primary And Secondary School, Kazaure"
North West,Jigawa,Kazaure,Ba'Auzini,"Kudu Pilot Sm Primary School, Kazaure"
North West,Jigawa,Kazaure,Ba'Auzini,Nassara Nursery And  Primary School
North West,Jigawa,Kazaure,Ba'Auzini,Smart  Science  Acadamy
North West,Jigawa,Kazaure,Ba'Auzini,Ummul Muminina Aisha Intl School
North West,Jigawa,Kazaure,Daba,Daba Dabaza Nomadic Primary School
North West,Jigawa,Kazaure,Daba,"Daba Primary School, Daba"
North West,Jigawa,Kazaure,Daba,Gidan Gona Primary School
North West,Jigawa,Kazaure,Daba,"Junior Secondary School,  Karaftayi"
North West,Jigawa,Kazaure,Daba,"Junior Secondary School, Dabaza"
North West,Jigawa,Kazaure,Daba,"Kurfi Primary School, Kurfi"
North West,Jigawa,Kazaure,Daba,Poly Staff Nursery &Amp; Primary
North West,Jigawa,Kazaure,Daba,"Ummul Muminina Aisha Int,L School"
North West,Jigawa,Kazaure,Daba,"Ummul Salim Women Islammiya Bankiprimary School, Kazaure"
North West,Jigawa,Kazaure,Dabaza,Al Iman Nursery &Amp; Primary School
North West,Jigawa,Kazaure,Dabaza,Belas  Primary School
North West,Jigawa,Kazaure,Dabaza,"Dabaza Primary School, Dabaza"
North West,Jigawa,Kazaure,Dabaza,"Dunguyawa Primary School, Dunguyawa"
North West,Jigawa,Kazaure,Dabaza,"Jamaar Magaji Primary School, Jamaar Magaji"
North West,Jigawa,Kazaure,Dabaza,"Junior Secondary School, Gidan Sarki"
North West,Jigawa,Kazaure,Dabaza,"Kwankwarami Primary School, Kwankwarami"
North West,Jigawa,Kazaure,Dabaza,Wadata King Academy
North West,Jigawa,Kazaure,Dabaza,Zainab Junior Secondry School Kzr
North West,Jigawa,Kazaure,Dandi,"Dandi Primary School, Dandi"
North West,Jigawa,Kazaure,Dandi,"Gezoji Nomadic Primary School, Dandi"
North West,Jigawa,Kazaure,Dandi,"Janbulo Islammiya Primary School, Kazaure"
North West,Jigawa,Kazaure,Dandi,"Junior Secondary School, Dandi"
North West,Jigawa,Kazaure,Dandi,"Junior Secondary School, Katsinawa"
North West,Jigawa,Kazaure,Dandi,Madarasatul Fittyatul Kahfi
North West,Jigawa,Kazaure,Dandi,Saminu Turaki Elementary School
North West,Jigawa,Kazaure,Dandi,"Walawa Islamiya Primary School, Kazaure"
North West,Jigawa,Kazaure,Gada,Daurawa Gada Primary School
North West,Jigawa,Kazaure,Gada,"Gada Primary School, Gada"
North West,Jigawa,Kazaure,Gada,"Junior Secondary School, Gada"
North West,Jigawa,Kazaure,Gada,"Junior Secondary School, Mayaki"
North West,Jigawa,Kazaure,Gada,"Maigero Primary School, Maigero"
North West,Jigawa,Kazaure,Gada,Shamila International College Kazaure
North West,Jigawa,Kazaure,Gada,Sheik Jafar Mahmud Adam Tahfizul Quran Junior Secendary School
North West,Jigawa,Kazaure,Gada,"Zainab Islammiya Primary School, Zainab"
North West,Jigawa,Kazaure,Kanti,"Junior Secondary School, Kanti Kazaure"
North West,Jigawa,Kazaure,Kanti,"Junior Secondary School, Sabuwar-Jawo"
North West,Jigawa,Kazaure,Kanti,"Kanti Primary School, Kazaure"
North West,Jigawa,Kazaure,Kanti,Madrisatu Ummu Afnan Islamiyya Kanti
North West,Jigawa,Kazaure,Kanti,"Quranic Science Primary School, Kanti Kazaure"
North West,Jigawa,Kazaure,Kanti,School For The Interllectual Disablity
North West,Jigawa,Kazaure,Kanti,St Peter Acadamic
North West,Jigawa,Kazaure,Kanti,Tsangayar Malam Isah Kanti
North West,Jigawa,Kazaure,Maradawa,"Badori Nomadic Primary School, Badori"
North West,Jigawa,Kazaure,Maradawa,"Bodayal Primary School, Bodayal"
North West,Jigawa,Kazaure,Maradawa,Dogal Nomadic Primary School School
North West,Jigawa,Kazaure,Maradawa,Fggc Staff School Nursery &Amp; Primary
North West,Jigawa,Kazaure,Maradawa,"Junior Secondary School, Shagari"
North West,Jigawa,Kazaure,Maradawa,"Karaftayi Primary School, Karaftayi"
North West,Jigawa,Kazaure,Maradawa,"Mayaki Girls Islamiya Primary School, Mayaki"
North West,Jigawa,Kazaure,Maradawa,Tudun Wayo Primary School
North West,Jigawa,Kazaure,Sabaru,"Fuddiya Islamiyya, Tahfiz, Nursery And Primary School"
North West,Jigawa,Kazaure,Sabaru,Gallu Primary School
North West,Jigawa,Kazaure,Sabaru,Gidan Sarki Night Islamyya Primary School
North West,Jigawa,Kazaure,Sabaru,"Junior Secondary School, Sabaru"
North West,Jigawa,Kazaure,Sabaru,"Katsinawa Primary School, Katsinawa"
North West,Jigawa,Kazaure,Sabaru,Kazaure International Academy
North West,Jigawa,Kazaure,Sabaru,"Sabaru Primary School, Sabaru"
North West,Jigawa,Kazaure,Sabaru,Sabuwar Jawo Primary School
North West,Jigawa,Kazaure,Unguwar Arewa,Al Iman Junior Secondary Schools
North West,Jigawa,Kazaure,Unguwar Arewa,"Arewa Science Maths Primary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Arewa,"Junior Secondary School, Arewa Kazaure"
North West,Jigawa,Kazaure,Unguwar Arewa,Kafin Chiroma Primary School
North West,Jigawa,Kazaure,Unguwar Arewa,Madrasatul Khalil Kusiri
North West,Jigawa,Kazaure,Unguwar Arewa,Saminu Turaki Junior High School
North West,Jigawa,Kazaure,Unguwar Arewa,"Shagari Primary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Arewa,"Unguwar Yarima Primary School, Unguwar Yarima"
North West,Jigawa,Kazaure,Unguwar Gabas,Badori Nomadic Junior Secondary School
North West,Jigawa,Kazaure,Unguwar Gabas,Isyaku Babuji Islamiyya  Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Kayoso Nursery And Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Model Boarding Primary School
North West,Jigawa,Kazaure,Unguwar Gabas,Shamila International College Kazaure
North West,Jigawa,Kazaure,Unguwar Gabas,Smart Science Acadamic
North West,Jigawa,Kazaure,Unguwar Gabas,"Todarya Primary School, Todarya"
North West,Jigawa,Kazaure,Unguwar Gabas,Tsangayar Gidan Liman
North West,Jigawa,Kazaure,Unguwar Yamma,"Ballami Primary School, Bamalli"
North West,Jigawa,Kazaure,Unguwar Yamma,Daurawa Maigero Nomadic Primary School
North West,Jigawa,Kazaure,Unguwar Yamma,"Gandun Galadanchiprimary School, Kazaure"
North West,Jigawa,Kazaure,Unguwar Yamma,"Government Day Junior Secondary School, Bandutse"
North West,Jigawa,Kazaure,Unguwar Yamma,Kazaure International Academy
North West,Jigawa,Kazaure,Unguwar Yamma,Model Day Primary School Kazaure
North West,Jigawa,Kazaure,Unguwar Yamma,Sheik Jafar  Mamudu Adam
North West,Jigawa,Kazaure,Unguwar Yamma,"Tsedau Primary School, Tsedau"
North West,Jigawa,Kirikasamma,Baturiya,"Baturiya Islamiyya Primary School, Baturiya"
North West,Jigawa,Kirikasamma,Baturiya,Dilyari Nomadic Primary Schoolm
North West,Jigawa,Kirikasamma,Baturiya,"Gabta Primary School, Gabta"
North West,Jigawa,Kirikasamma,Baturiya,"Gilakochini Primary School, Golakochi"
North West,Jigawa,Kirikasamma,Baturiya,"Jamaar Jiyan Nomadic Primary School, Jamaar Jiyan"
North West,Jigawa,Kirikasamma,Baturiya,"Junior Arabic Secondary School, Kiri Kasamma"
North West,Jigawa,Kirikasamma,Baturiya,"Junior Secondary School, Baturiya"
North West,Jigawa,Kirikasamma,Baturiya,"Kabak Islamiyya Primary School, Kabak"
North West,Jigawa,Kirikasamma,Baturiya,"Kuit Primary School, Kuit Village"
North West,Jigawa,Kirikasamma,Baturiya,"Marawaji Nomadic Primary School, Marawaji"
North West,Jigawa,Kirikasamma,Baturiya,"Meleri Nomadic Primary School, Meleri"
North West,Jigawa,Kirikasamma,Baturiya,Tage Primary School
North West,Jigawa,Kirikasamma,Baturiya,"Yabal Nomadic Primary School, Yabal"
North West,Jigawa,Kirikasamma,Bulunchai,"Buluncheri Primary School, Bulunchai"
North West,Jigawa,Kirikasamma,Bulunchai,"Dilmari Primary School, Dilmari"
North West,Jigawa,Kirikasamma,Bulunchai,Gadari Primary School Islamiyya
North West,Jigawa,Kirikasamma,Bulunchai,Garin Turaki Nomadic Pri Sch
North West,Jigawa,Kirikasamma,Bulunchai,"Gishinawo Primary School, Gishinawo"
North West,Jigawa,Kirikasamma,Bulunchai,"Jarmari Primary School, Jarmari"
North West,Jigawa,Kirikasamma,Bulunchai,"Junior Arabic Secondary School, Turabu"
North West,Jigawa,Kirikasamma,Bulunchai,"Kabak Primary School, Kabak"
North West,Jigawa,Kirikasamma,Bulunchai,"Kuka Dabu Primary School, Kukadabu"
North West,Jigawa,Kirikasamma,Bulunchai,Maguwa Islamiya Primary School
North West,Jigawa,Kirikasamma,Bulunchai,Masama Islamiyya Primary School
North West,Jigawa,Kirikasamma,Bulunchai,"Rigar A. Abdu Nomadic Primary School, Rigar Alhaji Abdu"
North West,Jigawa,Kirikasamma,Bulunchai,"Tandanu Primary School, Tandanu"
North West,Jigawa,Kirikasamma,Doleri,"Doleri Primary School, Doleri"
North West,Jigawa,Kirikasamma,Doleri,"Ganga Biyuwa Primary School, Ganga Bitua"
North West,Jigawa,Kirikasamma,Doleri,"Gudari Nomadic Primary School, Gudari"
North West,Jigawa,Kirikasamma,Doleri,Gumawa Islamiyya Primary School
North West,Jigawa,Kirikasamma,Doleri,Jibori Primary School
North West,Jigawa,Kirikasamma,Doleri,Junior Secondary School Mailakauri
North West,Jigawa,Kirikasamma,Doleri,"Junior Secondary School, Doleri"
North West,Jigawa,Kirikasamma,Doleri,"Kaiwari Nomadic Primary School, Kaiwari"
North West,Jigawa,Kirikasamma,Doleri,Katuntun Nomadic Primary School
North West,Jigawa,Kirikasamma,Doleri,"Kuradige Primary School, Kuradige"
North West,Jigawa,Kirikasamma,Doleri,"Matara Alhazai Islamiyya Primary School, Matarar Alhazai"
North West,Jigawa,Kirikasamma,Doleri,"Ruba Nomadic Primary School, Rubba"
North West,Jigawa,Kirikasamma,Doleri,"Tasheguwa Guwa Primary School, Tasheguwa"
North West,Jigawa,Kirikasamma,Fandum,"Fandum Fulani Nomadic Primary School, Fandum Fulani"
North West,Jigawa,Kirikasamma,Fandum,"Fandum Primary School, Fandum"
North West,Jigawa,Kirikasamma,Fandum,"Ganji Islamiyya Primary School, Ganji"
North West,Jigawa,Kirikasamma,Fandum,"Ilalla Primary School, Ilalla"
North West,Jigawa,Kirikasamma,Fandum,"Jiyan Islamiyya Primary School, Jiyan"
North West,Jigawa,Kirikasamma,Fandum,Junior Secondary School Rubba
North West,Jigawa,Kirikasamma,Fandum,"Kalgeri Primary School, Kalgeri"
North West,Jigawa,Kirikasamma,Fandum,Kwanar Bazawarai Nomadic Primaryprimary School
North West,Jigawa,Kirikasamma,Fandum,"Likori Primary School, Likori"
North West,Jigawa,Kirikasamma,Fandum,Malori  Primary School
North West,Jigawa,Kirikasamma,Fandum,"Matarami Nomadic Primary School, Matarami"
North West,Jigawa,Kirikasamma,Fandum,Sabon Gari Islamiya Primary School
North West,Jigawa,Kirikasamma,Fandum,Tsagayar Mal. Amiru
North West,Jigawa,Kirikasamma,Gayin,Gayin Gana Islamiya Primary School
North West,Jigawa,Kirikasamma,Gayin,"Gayin Isl. Primary School, Gayin"
North West,Jigawa,Kirikasamma,Gayin,"Gayin Primary School, Gayin"
North West,Jigawa,Kirikasamma,Gayin,"Jiyan Primary School, Jiyan"
North West,Jigawa,Kirikasamma,Gayin,Junior Secondary School Tandanu
North West,Jigawa,Kirikasamma,Gayin,"Junior Secondary School, Gayin"
North West,Jigawa,Kirikasamma,Gayin,"Katabji Primary School, Katabji"
North West,Jigawa,Kirikasamma,Gayin,Lohonga Nomadic Primary School
North West,Jigawa,Kirikasamma,Gayin,"M/Galadima Islamiyya Primary School, Matarar Galadima"
North West,Jigawa,Kirikasamma,Gayin,"Matarar Galadima Primary School, Matarar Galadima"
North West,Jigawa,Kirikasamma,Gayin,"Sawon Gabas Primary School, Sawon Gabas"
North West,Jigawa,Kirikasamma,Gayin,Sunamu Munzarau Nomadic  Primary School
North West,Jigawa,Kirikasamma,Gayin,"Tsamiyya Goma Nomadic Primary School, Tsamiyya Goma"
North West,Jigawa,Kirikasamma,Kirika Samma,"Barmaguwa Primary School, Barmaguwa"
North West,Jigawa,Kirikasamma,Kirika Samma,"Baushe Nomadic Primary School, Baushe"
North West,Jigawa,Kirikasamma,Kirika Samma,"Dolen Doddori Primary School, Dolen Doddori"
North West,Jigawa,Kirikasamma,Kirika Samma,"Garin Ando Primary School, Garin Ando"
North West,Jigawa,Kirikasamma,Kirika Samma,"Iyo Primary School, Iyo"
North West,Jigawa,Kirikasamma,Kirika Samma,"Jodade Nomadic Primary School, Jodade"
North West,Jigawa,Kirikasamma,Kirika Samma,"Junior Secondary School, Iyo"
North West,Jigawa,Kirikasamma,Kirika Samma,"Kiramisau Primary School, Kiramisau"
North West,Jigawa,Kirikasamma,Kirika Samma,"M/Malunta Primary School, Matara Malunta"
North West,Jigawa,Kirikasamma,Kirika Samma,"Matarar Ganji Primary School, Matarar Ganji"
North West,Jigawa,Kirikasamma,Kirika Samma,"Sawon Yamma Primary School, Sawon Yamma"
North West,Jigawa,Kirikasamma,Kirika Samma,Tsangaya Boarding Primary School Turabu
North West,Jigawa,Kirikasamma,Kirika Samma,Tsangaya Malam Muhammadu
North West,Jigawa,Kirikasamma,Madachi,Government Day Junior Secondary School Dilmari
North West,Jigawa,Kirikasamma,Madachi,Imamu Anas Islamiyya Madachi
North West,Jigawa,Kirikasamma,Madachi,Irshadul Subyan Litahizul Quran Madachi
North West,Jigawa,Kirikasamma,Madachi,Junior Arabic Secondary School Madachi
North West,Jigawa,Kirikasamma,Madachi,"Junior Secondary School, Kiri Kasamma"
North West,Jigawa,Kirikasamma,Madachi,"Junior Secondary School, Madachi"
North West,Jigawa,Kirikasamma,Madachi,"Madachi Islamiyya Primary School, Madachi"
North West,Jigawa,Kirikasamma,Madachi,"Madachi Primary School, Madachi"
North West,Jigawa,Kirikasamma,Madachi,Malja Us Sunnah Islamiyya
North West,Jigawa,Kirikasamma,Madachi,"Matarar Gari Gana Primary School, Matarar Gari Gana"
North West,Jigawa,Kirikasamma,Madachi,Sarkin Dawaki Comprehensive Primary School
North West,Jigawa,Kirikasamma,Madachi,Suga Islamiya Primary School
North West,Jigawa,Kirikasamma,Madachi,"Turabu Islamiyya Primary School, Turabu"
North West,Jigawa,Kirikasamma,Marma,Doddori Primary School
North West,Jigawa,Kirikasamma,Marma,Hassan Yarima Islamiyya Primary School
North West,Jigawa,Kirikasamma,Marma,Jass Matara Galadima
North West,Jigawa,Kirikasamma,Marma,"Junior Arabic Secondary School, Marma"
North West,Jigawa,Kirikasamma,Marma,"Junior Secondary School, Marma"
North West,Jigawa,Kirikasamma,Marma,"Junior Secondary School, Suga"
North West,Jigawa,Kirikasamma,Marma,Madugunari Primary School
North West,Jigawa,Kirikasamma,Marma,"Marma Islamiyya Primary School, Marma"
North West,Jigawa,Kirikasamma,Marma,"Marma Primary School, Marma"
North West,Jigawa,Kirikasamma,Marma,Matarar Malinta Islamiya Primary School
North West,Jigawa,Kirikasamma,Marma,"Suga Primary School, Suga"
North West,Jigawa,Kirikasamma,Marma,Tahfizul QurãƒâN Jtq School Marma
North West,Jigawa,Kirikasamma,Marma,"Tuwan Kalta Primary School, Tuwankalta"
North West,Jigawa,Kirikasamma,Tarabu,Daladige Islamiya Primary School
North West,Jigawa,Kirikasamma,Tarabu,G/Alaye Islamic Primary School
North West,Jigawa,Kirikasamma,Tarabu,Garin Wakili Primary School
North West,Jigawa,Kirikasamma,Tarabu,Jajerin Bura Primary School
North West,Jigawa,Kirikasamma,Tarabu,Jigawar Wawul Islamiya Primary School
North West,Jigawa,Kirikasamma,Tarabu,"Junior Arabic Secondary School, Jiyan"
North West,Jigawa,Kirikasamma,Tarabu,"Junior Secondary School, Turabu"
North West,Jigawa,Kirikasamma,Tarabu,"K/Kasamma Specail Primary School, Kiri Kasamma"
North West,Jigawa,Kirikasamma,Tarabu,"Kubayo Islamiyya Primary School, Kubayo"
North West,Jigawa,Kirikasamma,Tarabu,Lamido Ware Nomadic Primary School
North West,Jigawa,Kirikasamma,Tarabu,"Maikintari Primary School, Maikantari"
North West,Jigawa,Kirikasamma,Tarabu,"Melekauri Primary School, Melekauri"
North West,Jigawa,Kirikasamma,Tarabu,Tage Islamiyya Primary School
North West,Jigawa,Kirikasamma,Tsheguwa,Duhuwa Kaku Primary School
North West,Jigawa,Kirikasamma,Tsheguwa,Garin Magaji Primary School
North West,Jigawa,Kirikasamma,Tsheguwa,"Jajeri Primary School, Jajeri"
North West,Jigawa,Kirikasamma,Tsheguwa,Jss Jarmari
North West,Jigawa,Kirikasamma,Tsheguwa,"Junior Secondary School, Tasheguwa"
North West,Jigawa,Kirikasamma,Tsheguwa,"K/Kasamma Model Primary School, Kiri Kasamma"
North West,Jigawa,Kirikasamma,Tsheguwa,"Kokura Nomadic Primary School, Kokura"
North West,Jigawa,Kirikasamma,Tsheguwa,"Maikanyu Primary School, Maikanyu"
North West,Jigawa,Kirikasamma,Tsheguwa,"Mattafari Primary School, Mattafari"
North West,Jigawa,Kirikasamma,Tsheguwa,"Sunkuye Primary School, Sunkuye"
North West,Jigawa,Kirikasamma,Tsheguwa,Tasheguwa Islamic Primary School
North West,Jigawa,Kirikasamma,Tsheguwa,"Ulumudeen Islamiyya Primary School, Kiri Kasamma"
North West,Jigawa,Kirikasamma,Tsheguwa,Zagari Primary School
North West,Jigawa,Kiyawa,Abalago,"Abarawa Primary School, Hadori"
North West,Jigawa,Kiyawa,Abalago,Al Hidayah International School
North West,Jigawa,Kiyawa,Abalago,Al-Ameen Academy
North West,Jigawa,Kiyawa,Abalago,"Bakata Primary School, Bakata"
North West,Jigawa,Kiyawa,Abalago,"Dangoli Primary School, Dangoli"
North West,Jigawa,Kiyawa,Abalago,"Government. Day Junior Secondary School, J/Kurma"
North West,Jigawa,Kiyawa,Abalago,"Gumaldi Primary School, Gumaldi"
North West,Jigawa,Kiyawa,Abalago,"Kabobi Primary School, Kabobi"
North West,Jigawa,Kiyawa,Abalago,"Kazuba Primary School, Kazuba"
North West,Jigawa,Kiyawa,Abalago,Lautai Primary School
North West,Jigawa,Kiyawa,Abalago,"Raba Primary School, Raba"
North West,Jigawa,Kiyawa,Abalago,"School For Arabic And Islamic Studies, Fatara"
North West,Jigawa,Kiyawa,Abalago,"Tunannan Primary School, Tunanan"
North West,Jigawa,Kiyawa,Andaza,Al Salama International School Andaza
North West,Jigawa,Kiyawa,Andaza,"Andaza Central Primary School, Andaza"
North West,Jigawa,Kiyawa,Andaza,Brighter Future International School
North West,Jigawa,Kiyawa,Andaza,"Duhuwa Primary School, Duhuwa"
North West,Jigawa,Kiyawa,Andaza,"Gurduba Primary School, Gurduba"
North West,Jigawa,Kiyawa,Andaza,"Junior Secondary School, Andaza"
North West,Jigawa,Kiyawa,Andaza,"Junior Secondary School, Balago"
North West,Jigawa,Kiyawa,Andaza,"Kafawa Primary School, Kafawa"
North West,Jigawa,Kiyawa,Andaza,"Korama Primary School, Korama"
North West,Jigawa,Kiyawa,Andaza,Maratayi Primary School
North West,Jigawa,Kiyawa,Andaza,"Rimi Primary School, Rimi"
North West,Jigawa,Kiyawa,Andaza,"Turho Primary School, Turho"
North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
North West,Jigawa,Kiyawa,Garko,"Bodi Primary School, Bodi"
North West,Jigawa,Kiyawa,Garko,"Fake Primary School, Fake"
North West,Jigawa,Kiyawa,Garko,"Garko Centralprimary School, Garko"
North West,Jigawa,Kiyawa,Garko,Gate Way International School
North West,Jigawa,Kiyawa,Garko,"Gwaraji Primary School, Gwaraji"
North West,Jigawa,Kiyawa,Garko,"Junior Secondary School, Duhuwa"
North West,Jigawa,Kiyawa,Garko,"Junior Secondary School, Garko"
North West,Jigawa,Kiyawa,Garko,"Kagara Primary School, Kagara"
North West,Jigawa,Kiyawa,Garko,Kaigama Nomadic School
North West,Jigawa,Kiyawa,Garko,"Lunkude Primary School, Lunkude"
North West,Jigawa,Kiyawa,Garko,"S/Gari Primary School, Sabon Gari"
